!Series_platform_id	GPL21103			
GENE	rna	Mo~rep1	Oc~rep1	@OC_up
2010320O07RIK	-0.387168892	0.96256837	0.500635946	
2200002D01RIK	0.780942376	62.9254945	108.8401649	
2200002J24RIK	0	0	0	
2210008F06RIK	3.421666097	5.59308108	69.65006192	
2210010C04RIK	-0.309937759	0.239654217	0	
2210011C24RIK	-2.218691408	14.1200443	2.248331911	
2210011K15RIK	-0.314368381	0.243467138	0	
2210016F16RIK	0.145006539	1038.412121	1148.315053	
2210016L21RIK	-0.019973274	551.0197897	543.4300555	
2210017I01RIK	0	0	0.496715016	
2210406O10RIK	-0.383663236	1.936575505	1.250852465	
2210407C18RIK	0	0	0	
2210408F21RIK	-0.154283235	103.4269237	92.83580903	
2210408I21RIK	-0.238963653	71.1816808	60.16342028	
2210409E12RIK	-0.572609772	0.487211439	0	
2210411M09RIK	-0.599579589	8.491116305	5.263626522	
2210412B16RIK	-0.323366528	2.442289899	1.751087591	
2210414B05RIK	0	0	0	
2210417A02RIK	1.589079401	0.243467138	2.741061756	
2210418O10RIK	-0.309937759	0.239654217	0	
2210420H20RIK	0	0	0	
2300002M23RIK	0	0	0	
2300003K06RIK	0	0	0	
2300009A05RIK	0.455864206	73.56297019	101.2708816	
2310001H17RIK	0.924797565	51.60654866	98.8692106	
2310001K24RIK	0.270659469	0.243605719	0.500235125	
2310002F09RIK	0	0	0	
2310002L09RIK	0.005464878	0.243605719	0.248325387	
2310003L06RIK	0	0	0	
2310005A03RIK	0	0	0	
2310005E17RIK	0	0	0	
2310007B03RIK	0	0	0	
2310008N11RIK	0	0	0	
2310009A05RIK	-0.42273966	128.9722498	95.96015892	
2310009B15RIK	0.237314574	51.31602942	60.66994777	
2310010J17RIK	-0.479969471	8.746014881	5.987822462	
2310011J03RIK	0.160195071	964.3201505	1077.685631	
2310014F06RIK	0	0	0	
2310015A10RIK	-1.278415711	121.4610017	49.48429917	
2310015D24RIK	0	0	0	
2310015K22RIK	0	0	0	
2310016D03RIK	0	0	0	
2310016D23RIK	-1.297272837	1.457638697	0	
2310016G11RIK	0	0	0	
2310020H05RIK	0	0	0	
2310022A10RIK	0.264587618	1770.642207	2127.260711	
2310022B05RIK	-0.438524944	543.7164538	400.940096	
2310026I22RIK	0	0	0	
2310026L22RIK	-0.4886159	1.453964357	0.748961334	
2310030A07RIK	0	0	0	
2310030G06RIK	0	0	0.995294135	
2310031A07RIK	0.091675936	277.6946633	295.9790811	
2310033P09RIK	0.289099237	301.2950668	368.3674336	
2310034C09RIK	0	0	0	
2310034G01RIK	-0.791698733	5.068629588	2.505625861	
2310034O05RIK	0	0	0	
2310035C23RIK	-0.277827899	873.7329614	720.5076839	
2310039H08RIK	0.193072715	43.72277717	50.12689789	
2310039L15RIK	0.014445336	0.48535221	0.500299367	
2310040G07RIK	0	0	0	
2310040G24RIK	0.345449418	58.55856964	74.67194485	
2310043L19RIK	1.271269895	0.243467138	2.001405564	
2310043M15RIK	-0.750810788	32.57449762	18.95229948	
2310043O21RIK	0	0	0	
2310044K18RIK	-0.211102903	0.734863125	0.498707602	
2310046K23RIK	0	0	0	
2310047D07RIK	-0.454283466	4.140654672	2.752022904	
2310050C09RIK	0	0	0	
2310057J18RIK	0	0	0	
2310057M21RIK	0.81294444	132.598304	233.7046026	
2310057N15RIK	0	0	0	
2310058D17RIK	-0.210584952	37.43048472	32.21111641	
2310061I04RIK	0.310305886	396.2004791	491.5169066	
2310061N02RIK	0	0	0	
2310065F04RIK	0	0	0	
2310068J16RIK	0.932396349	1.224305419	3.244960845	
2310069B03RIK	2.941651871	2.182689242	23.45229835	
2310074N15RIK	-1.109567649	1.701382998	0.251909738	
2310075C17RIK	0	0	0	
2310079G19RIK	0	0	0	
2310081O03RIK	0	0	0	
2400006E01RIK	0	0	0	
2410002F23RIK	0.618807121	662.4561217	1017.806508	
2410003L11RIK	1.080463494	1.956937689	5.253081567	
2410004B18RIK	0.042014921	262.2427761	270.0217927	
2410004I01RIK	0	0	0	
2410004P03RIK	-0.385876056	18.97719772	14.28883172	
2410006H16RIK	0.071146361	280.2509579	294.4685078	
2410012E07RIK	-0.395552007	0.976099408	0.502227711	
2410015M20RIK	0.620139634	900.3943132	1384.464637	
2410017I17RIK	0	0	0.251909738	
2410018L13RIK	-0.443833665	17.71796401	12.76104331	
2410021H03RIK	0	0	0	
2410022M11RIK	-0.77542625	16.95702976	9.490783914	
2410024N13RIK	0	0	0	
2410080I02RIK	0.490538471	0.243467138	0.74703299	
2410089E03RIK	-0.500527493	421.1062604	297.3650879	
2410124H12RIK	0	0	0	
2410131K14RIK	0.241884458	740.4097945	875.7439879	
2410137M14RIK	0	0	0	
2410141K09RIK	0.187613638	0.976376571	1.250852465	
2410152P15RIK	0	0	0	
2500002B13RIK	1.144501741	56.71835972	126.5978435	
2500004C02RIK	-0.148566971	52.71438716	47.45822595	
2510002D24RIK	0.15827875	131.9388894	147.3538077	
2510009E07RIK	-0.390401379	2573.183748	1962.889367	
2510016D11RIK	0.337771864	158.9822765	201.1861186	
2510017J16RIK	-0.700654194	3.882446056	2.00413555	
2510039O18RIK	0.06985067	2043.626698	2145.056612	
2510046G10RIK	0.643040264	4.601037081	7.7466723	
2600006K01RIK	-1.441793252	5.095502736	1.243812247	
2600014E21RIK	-0.250507444	0.489303713	0.251909738	
2610001A08RIK	-0.316954344	0.245697993	0	
2610001J05RIK	0.068811223	1722.407757	1806.599804	
2610002M06RIK	0.028311548	539.066673	549.7696537	
2610005L07RIK	-0.201099427	156.4521939	135.9656796	
2610008E11RIK	-0.539546386	279.762945	192.1613104	
2610011E03RIK	0	0	0	
2610012C04RIK	0	0	0	
2610016A17RIK	0	0	0	
2610020C07RIK	0.609158576	11.94789734	18.7503252	
2610020F03RIK	0.005699896	0.243467138	0.248389629	
2610021A01RIK	0.033358688	308.6475036	315.8907401	
2610024D14RIK	0	0	0	
2610027F03RIK	0	0	0	
2610027K06RIK	0.933858832	1.218123061	3.237455565	
2610028E06RIK	0	0	0	
2610028H24RIK	0	0	0	
2610034O05RIK	0	0	0	
2610035D17RIK	-1.765004689	117.4467139	33.85007063	
2610035F20RIK	0	0	0	
2610037D02RIK	-0.5294165	27.50836763	18.75159191	
2610042L04RIK	0	0	0	
2610044O15RIK8	-0.022215688	317.5793947	312.7112508	
2610105M22RIK	0	0	0	
2610203C20RIK	2.547180816	21.24941408	129.0458234	
2610203C22RIK	0.243944973	104.9916698	124.5181381	
2610204G07RIK	0	0	0	
2610206C17RIK	0	0	0.496715016	
2610300A13RIK	0	0	0	
2610301B20RIK	-0.293738369	272.212817	221.8830331	
2610303G11RIK	0	0	0	
2610306M01RIK	-0.5097157	38.82829656	26.97383553	
2610307P16RIK	-0.63107746	1.705567546	0.746968748	
2610316D01RIK	-0.85292195	1.709657629	0.500235125	
2610318N02RIK	0.067786934	82.68856404	86.71462612	
2610507B11RIK	-0.372047199	22556.67617	17428.98411	
2610507I01RIK	-0.607498929	126.4957262	82.67972168	
2610509F24RIK	0	0	0	
2610524H06RIK	-1.069371544	183.7500932	87.03832171	
2610528A11RIK	0.271246111	15.54503701	18.96737428	
2610528J11RIK	0	0	0	
2700012I20RIK	-0.599856925	12.61850978	7.985756787	
2700016F22RIK	0.302435307	166.2138876	205.2122416	
2700029L08RIK	-0.553090848	4.141208997	2.504034096	
2700033N17RIK	0	0	0	
2700038G22RIK	0.692280813	42.44980592	69.20776228	
2700046A07RIK	0	0	0.250317973	
2700046G09RIK	-0.313001773	18.24557854	14.49201998	
2700049A03RIK	-0.0073471	325.5823317	323.9233993	
2700062C07RIK	0.254947322	230.124766	274.7993738	
2700068H02RIK	0.007176205	0.245697993	0.251909738	
2700069I18RIK	0	0	0	
2700078F05RIK	-0.334364178	1.213661351	0.755729214	
2700081O15RIK	0.073909987	87.97753611	92.65468306	
2700089I24RIK	0.493334609	0.243605719	0.75061734	
2700097O09RIK	0.014014671	121.152664	122.3450653	
2700099C18RIK	0.160451279	103.0202797	115.2568804	
2810001G20RIK	0.025789655	24.02652966	24.47792715	
2810002D19RIK	-0.617643835	122.7465945	79.64991892	
2810004N23RIK	0.545141908	438.8943784	640.8779813	
2810006K23RIK	0.107546977	301.869627	325.3101544	
2810013P06RIK	-0.290469264	120.9484139	98.7094211	
2810021J22RIK	-0.101196687	185.4732684	172.8414536	
2810025M15RIK	1.449263154	157.8909783	432.8812873	
2810029C07RIK	-0.440887002	3.416807241	2.253780364	
2810030D12RIK	0	0	0.250317973	
2810032G03RIK	0	0	0	
2810039B14RIK	-0.528343496	37.48646077	25.6846023	
2810047C21RIK1	0	0	0	
2810049E08RIK	0	0	0	
2810402E24RIK	-0.111232308	105.7183324	97.7995051	
2810403A07RIK	-0.133710495	1531.649377	1395.985644	
2810403D21RIK	-0.216949384	43.96442187	37.6866159	
2810404F17RIK	0	0	0	
2810404M03RIK	0	0	0	
2810405F15RIK	0	0	0	
2810405F17RIK	-0.692119461	15.56461182	9.25256531	
2810407A14RIK	0	0	0.993365791	
2810408A11RIK	-0.454011223	4.129864697	2.744854203	
2810408I11RIK	0.118367795	27.77630901	30.23685813	
2810410L24RIK	-1.738942026	4.836739795	0.748624754	
2810414N06RIK	-0.747223695	52.22624463	30.70947706	
2810425M01RIK	-0.079208641	165.4567335	156.5640702	
2810428J06RIK	0.482623337	2.931455031	4.49335181	
2810429I04RIK	-0.304879711	52.08762752	41.9749499	
2810430I11RIK	0	0	0	
2810432F15RIK	0	0	0	
2810433D01RIK	0	0	0	
2810442N19RIK	-0.78804007	0.726727075	0	
2810454H06RIK	-0.967939031	3.404209481	1.251589866	
2810455O05RIK	0.494024002	63.34157722	89.61659642	
2810459M11RIK	0	0	0	
2810468N07RIK	0	0	0	
2810471M01RIK	1.146711909	0.243467138	1.753144418	
2810474O19RIK	0.077572995	3030.37754	3197.834909	
2900002M20RIK	0	0	0	
2900005J15RIK	-0.340248461	93.91306595	73.97233031	
2900009J06RIK	-0.12183186	1.453454149	1.254773395	
2900011O08RIK	-0.831059859	1.224305419	0.250317973	
2900018N21RIK	0	0	0	
2900022M07RIK	0.269127943	0.243605719	0.498643361	
2900026A02RIK	-1.924441422	2001.449199	526.5296983	
2900035J10RIK	0	0	0	
2900037B21RIK	0	0	0.250317973	
2900041M22RIK	-0.762706677	3.665669367	1.749896647	
2900042K21RIK	0.019994741	0.483121355	0.503819476	
2900052L18RIK	-1.253603256	48.52097824	19.76906916	
2900052N01RIK	-0.309937759	0.239654217	0	
2900055J20RIK	0	0	0	
2900064F13RIK	0	0	0	
2900064K03RIK	-0.112105071	4.125169941	3.741997069	
2900069G24RIK	0	0	0	
2900072N19RIK	0	0	0	
2900076A07RIK	-0.304549315	32.06915376	25.77593237	
2900076G11RIK	-0.463909521	0.726727075	0.251909738	
2900079G21RIK	0	0	0	
2900089D17RIK	-0.425809442	58.07902816	42.97966614	
2900092C05RIK	0	0	0.251909738	
2900092N22RIK	0	0	0	
2900092O11RIK	0	0	0	
2900093K20RIK	-0.500543802	14.60362552	10.02927132	
2900097C17RIK	-0.180311607	284.1336664	250.6339855	
3000002C10RIK	0.05033877	20.71604649	21.48714097	
3010001F23RIK	0	0	0.99548686	
3010003L21RIK	1.036165825	5.582298431	12.49878134	
3100002H09RIK	0	0	0	
3100003L05RIK	0	0	0	
3110001I22RIK	0.256915197	85.74711943	102.6559516	
3110002H16RIK	0.436563716	1485.396121	2010.65424	
3110004A20RIK	0	0	0	
3110009E18RIK	-0.017001522	38.71653171	38.251237	
3110018I06RIK	0	0	0	
3110021N24RIK	0.409104932	9.714576681	13.22747638	
3110031N09RIK	0	0	0	
3110035E14RIK	-0.342878156	1.218261643	0.749025575	
3110039M20RIK	0	0	0	
3110040N11RIK	0.294075652	175.0057096	214.8004514	
3110043O21RIK	0.417366685	1374.541083	1836.018193	
3110045C21RIK	1.478792456	1.956799108	7.241052963	
3110053B16RIK	-0.429480713	37.67069949	27.71411601	
3110056K07RIK	-0.415721773	74.36017443	55.49332956	
3110062G12RIK	0	0	0	
3110062M04RIK	-1.623272205	1867.482943	605.5065744	
3110067C02RIK	-0.325073265	2.43796677	1.744383952	
3110070M22RIK	0.89030056	1.695339221	3.995979006	
3110079O15RIK	0	0	0	
3110080O07RIK	0	0	0	
3110082I17RIK	0.365072023	460.7170347	593.6665736	
3110082J24RIK	0	0	0	
3110083C13RIK	-1.117209312	8.75275889	3.495872364	
3110099E03RIK	0	0	0	
3222401L13RIK	-0.451197174	39.31001122	28.48417877	
3300002A11RIK	0	0	0	
3300002I08RIK	-0.142138208	13.61270372	12.2416686	
3300005D01RIK	-0.094301732	24.1032322	22.51483811	
3425401B19RIK	-0.316954344	0.245697993	0	
3632451O06RIK	0.995365462	4.390071122	9.745567493	
3632454L22RIK	0.010011072	0.732909432	0.744976162	
3830403N18RIK	-0.161733392	27.99826978	24.92301335	
3830406C13RIK	0.017612958	805.8453945	815.7560367	
3830408C21RIK	-0.67766994	2.194871258	0.997350963	
3830417A13RIK	0	0	0	
3830422I06RIK	-0.574503742	0.489165132	0	
3830432H09RIK	0.010130519	0.239654217	0.248389629	
3930402G23RIK	-0.576663365	0.491395987	0	
4430402I18RIK	-1.220377569	12.3726732	4.739155307	
4631405J19RIK	0	0	0	
4631405K08RIK	0	0	0	
4632404H12RIK	-0.019187716	140.5695155	138.6991191	
4632404M16RIK	0.003039691	0.245697993	0.248325387	
4632411P08RIK	-0.969899162	3.394585828	1.243619523	
4632415L05RIK	-0.17126751	298.7725545	265.2166481	
4632427E13RIK	0.154699031	35.99734754	40.18505383	
4632428C04RIK	-2.10747189	14.09008902	2.501704931	
4632432E15RIK	-0.042267625	26.50470436	25.71057015	
4633401B06RIK	-0.340533573	1.212217866	0.747097231	
4731419I09RIK	-1.423473012	28.48340983	9.991820681	
4732414G09RIK	0	0	0	
4732419C18RIK	-0.763807132	3.668549011	1.749495826	
4732440D04RIK	-0.069641254	49.91887664	47.51932019	
4732463B04RIK	0.922027018	5.861466576	12.00093962	
4732465J04RIK	0.190519608	0.974145715	1.252845051	
4732471J01RIK	-0.352357012	10.1716637	7.750801326	
4732487G21RIK	-0.080163511	278.431371	263.3282254	
4732490B19RIK	0	0	0	
4732491K20RIK	-0.273978614	28.92109741	23.74581359	
4831440E17RIK	-0.879212625	3.140890366	1.251253286	
4833407H14RIK	-0.50192874	2.18255066	1.247396598	
4833412C05RIK	0	0	0	
4833412K13RIK	-0.159605907	3.177153024	2.739678088	
4833413E03RIK	0.669070405	0.732909432	1.755409342	
4833413G10RIK	-0.576779764	84.71927777	56.47123019	
4833417C18RIK	0.305842739	9.691662362	12.21639694	
4833418N02RIK	-0.371426028	27.4225002	20.97110516	
4833418N17RIK	0	0	0	
4833420G17RIK	-0.675158905	925.3303969	579.1266719	
4833421G17RIK	0	0	0	
4833422C13RIK	-0.414847918	3.658320687	2.49419965	
4833422M21RIK	-0.816824016	5.619581504	2.757872178	
4833423E24RIK	-1.285653922	1.437925302	0	
4833427F10RIK	-0.822303985	1.213661351	0.251909738	
4833427G06RIK	0	0	0.250317973	
4833428L15RIK	-0.309937759	0.239654217	0	
4833439L19RIK	0.080235116	2032.990153	2149.314695	
4833445I07RIK	0.593826225	25.4707759	38.95086412	
4921501E09RIK	0	0	0	
4921504A21RIK	-0.309937759	0.239654217	0	
4921504E06RIK	0	0	0	
4921507G05RIK	-0.336526457	4.369380333	3.252258029	
4921507P07RIK	0.654236692	8.989015929	14.72054414	
4921508D12RIK	0	0	0	
4921508M14RIK	0	0	0	
4921509A06RIK	0	0	0	
4921509C19RIK	0	0	0	
4921511C10RIK	0	0	0.251909738	
4921511C20RIK	0	0	0	
4921511E07RIK	0	0	0	
4921511M17RIK	0	0	0	
4921513H07RIK	0	0	0	
4921513I03RIK	0	0	0	
4921514A10RIK	0.252989	220.290127	262.7055777	
4921515E04RIK	0	0	0	
4921517D22RIK	-0.885347352	3.164416682	1.254436816	
4921518K17RIK	0.341949393	1.956799108	2.747648431	
4921521D15RIK	0	0	0	
4921522P10RIK	0	0	0	
4921523L03RIK	-0.299474524	1.457638697	0.996950142	
4921524J17RIK	-0.007488437	284.1348124	282.6586292	
4921524L21RIK	0	0	0	
4921527H02RIK	0	0	0.125158987	
4921528I07RIK	-0.462439734	0.722775572	0.250317973	
4921530L21RIK	0	0	0	
4921531C22RIK	-0.726615951	50.25169205	29.97241085	
4921534H16RIK	0	0	0	
4921536K21RIK	-0.042645466	22.67275114	21.98323555	
4921539E11RIK	0	0	0	
4921539H07RIK	0	0	0	
4922502D21RIK	-0.316954344	0.245697993	0	
4930401G09RIK	-0.314529156	0.243605719	0	
4930401O10RIK	0	0	0	
4930401O12RIK	0	0	0	
4930402C01RIK	0	0	0	
4930402F06RIK	-0.314529156	0.243605719	0	
4930402H24RIK	-0.771544557	1278.254334	748.374382	
4930402K13RIK	0	0	0	
4930403D09RIK	0	0	0.251909738	
4930403P22RIK	0.209692912	0.728819349	0.999279307	
4930404A12RIK	0.272015481	149.0840817	180.2255604	
4930404H24RIK	-0.309937759	0.239654217	0	
4930404I05RIK	-1.021555292	10.67710093	4.751965186	
4930404N11RIK	1.021227397	656.9996	1334.505585	
4930405A21RIK	0.982830074	2.917552367	6.742409602	
4930405D11RIK	0	0	0	
4930405H06RIK	0	0	0	
4930405L22RIK	0	0	0	
4930405N21RIK	0	0	0	
4930405O22RIK	-0.791222285	0.730539996	0	
4930406D18RIK	0	0	0	
4930407G08RIK	0	0	0	
4930407I10RIK	0	0	0	
4930408K08RIK	0	0	0	
4930408O17RIK	0	0	0	
4930412B13RIK	0	0	0	
4930412C18RIK	-0.086998089	30.07260658	28.25422868	
4930412E21RIK	0	0	0	
4930412F09RIK	0	0	0	
4930412L05RIK	-0.576663365	0.491395987	0	
4930412M03RIK	0.025343498	2.434015268	2.494872809	
4930412O13RIK	0	0	0	
4930413E15RIK	0	0	0	
4930415H17RIK	0	0	0	
4930415L06RIK	0	0	0	
4930415O20RIK	0.009762168	0.243467138	0.251909738	
4930417H01RIK	0.167523715	9.226855035	10.48607805	
4930417O22RIK	0	0	0.248389629	
4930419G24RIK	0	0	0	
4930420N18RIK	0	0	0	
4930421C12RIK	0	0	0	
4930421P07RIK	0	0	0	
4930422M22RIK	0.160168951	4.364269834	4.994131611	
4930423C22RIK	0	0	0	
4930423M02RIK	0	0	0	
4930425K10RIK	0	0	0	
4930425O10RIK	0	0	0.248325387	
4930426D05RIK	0	0	0	
4930426I24RIK	-0.984384347	0.978468844	0	
4930426L09RIK	-0.846185289	13.37122707	6.994047002	
4930428D20RIK	0	0	0	
4930428N03RIK	0	0	0	
4930428O21RIK	0	0	0	
4930429D17RIK	0	0	0	
4930429F24RIK	0.495083671	0.243467138	0.752545684	
4930429P21RIK	0	0	0	
4930430A15RIK	0	0	0	
4930430E12RIK	-0.479721861	405.4526373	290.4736344	
4930430F08RIK	0.157593233	243.7638513	272.0156661	
4930430O22RIK	0	0	0	
4930431F12RIK	0.016802575	0.483259936	0.500635946	
4930431L21RIK	0	0	0	
4930431P03RIK	-1.553018016	6.323205332	1.495721985	
4930432B10RIK	-0.343124126	1.216030788	0.746968748	
4930432E11RIK	-0.314529156	0.243605719	0	
4930432H08RIK	0	0	0	
4930432K21RIK	-0.055999294	19.73831467	18.948764	
4930432L08RIK	0	0	0	
4930432M17RIK	0	0	0	
4930433B08RIK	0	0	0	
4930433I11RIK	0	0	0	
4930433J02RIK	0	0	0	
4930433N12RIK	-0.314529156	0.243605719	0	
4930434B07RIK	0	0	0	
4930435C17RIK	-0.250736789	0.48535221	0.248389629	
4930435E12RIK	0	0	0.251909738	
4930437M23RIK	0	0	0	
4930438A08RIK	-0.316954344	0.245697993	0	
4930438E09RIK	0	0	0	
4930439A04RIK	0	0	0	
4930439D14RIK	0	0	0.250317973	
4930440C22RIK	0	0	0	
4930440I19RIK	1.644860188	1.952891722	8.234210657	
4930441J16RIK	0	0	0	
4930442H23RIK	0.234618317	0.489165132	0.752144863	
4930442J19RIK	0	0	0	
4930442L01RIK	-0.975644766	0.966519873	0	
4930442P19RIK	0	0	0	
4930443O20RIK	-0.574637992	0.489303713	0	
4930444A19RIK	0	0	0	
4930444E06RIK	0.005464878	0.243605719	0.248325387	
4930444G20RIK	0	0	0	
4930444M15RIK	0	0	0	
4930444P10RIK	-1.351933994	7.297116906	2.250532593	
4930445B16RIK	0	0	0	
4930445N08RIK	0	0	0	
4930445N18RIK	0.420762506	2.168326717	3.24123264	
4930447A16RIK	0	0	0	
4930447C04RIK	1.006961501	0.243605719	1.499242094	
4930447F04RIK	0	0	0	
4930447F24RIK	-1.887287885	16.5073661	3.732499203	
4930447M23RIK	-1.666390064	5.351151891	1.000871072	
4930447N08RIK	0	0	0.500635946	
4930448D08RIK	0	0	0	
4930448E22RIK	-0.574503742	0.489165132	0	
4930448H16RIK	0	0	0	
4930448I06RIK	0	0	0	
4930448I18RIK	0	0	0	
4930448K20RIK	0	0	0	
4930449A18RIK	-0.314529156	0.243605719	0	
4930449E01RIK	0	0	0	
4930449I04RIK	0	0	0.248325387	
4930449I24RIK	0	0	0	
4930451E10RIK	0.386093241	0.722914153	1.251589866	
4930451G09RIK	-0.348483072	6.332405915	4.758941163	
4930451I11RIK	0	0	0	
4930452B06RIK	0	0	0	
4930452N14RIK	0	0	0	
4930453H23RIK	0	0	0	
4930453N24RIK	0.131242414	442.7752635	485.0388605	
4930453O03RIK	0	0	0	
4930455B14RIK	0	0	0	
4930455D15RIK	0	0	0	
4930455G09RIK	-1.362068446	61.93990892	23.48514339	
4930455H04RIK	0	0	0	
4930456G14RIK	0	0	0	
4930456L15RIK	0	0	0	
4930458A03RIK	0	0	0	
4930458D05RIK	0.836798971	3.891698082	7.736977856	
4930459L07RIK	0	0	0	
4930461C15RIK	0	0	0	
4930461G14RIK	0	0	6.746795595	
4930463O16RIK	-0.314368381	0.243467138	0	
4930465K10RIK	-0.572609772	0.487211439	0	
4930465M20RIK	0	0	0	
4930466I24RIK	0	0	0	
4930467D21RIK	0	0	0	
4930467E23RIK	0	0	0	
4930467K11RIK	0	0	0	
4930469B13RIK	0	0	0	
4930469K13RIK	0.23621715	0.483121355	0.746968748	
4930470B04RIK	0	0	0	
4930470G03RIK	1.010107116	0.243467138	1.50441821	
4930470P17RIK	0	0	0	
4930471C04RIK	0	0	0	
4930471C06RIK	0	0	0	
4930471D02RIK	0	0	0	
4930471M09RIK	0.007176205	0.245697993	0.251909738	
4930473A02RIK	-0.752406005	209.0153684	123.6678013	
4930473D10RIK	0	0	0	
4930474B08RIK	0	0	0	
4930474H06RIK	0.375206766	0.73263227	1.247268115	
4930474N05RIK	0	0	0	
4930477E14RIK	0	0	0	
4930477O15RIK	0.003039691	0.245697993	0.248325387	
4930478K11RIK	0.009762168	0.243467138	0.251909738	
4930478M09RIK	0	0	0	
4930478P22RIK	0	0	0	
4930479D17RIK	-0.854046161	1.70900884	0.498707602	
4930480C01RIK	-0.248210333	0.486934277	0.251909738	
4930480E11RIK	0	0	0	
4930480G23RIK	0	0	0	
4930480K15RIK	-0.202905449	0.726865656	0.500299367	
4930480K23RIK	-0.176135499	20.16987757	17.73683697	
4930481A15RIK	-1.417749026	55.70649545	20.22500615	
4930481B07RIK	-0.773289907	4.117638563	1.994236863	
4930483J18RIK	-0.495683927	1.465541702	0.748624754	
4930483K19RIK	-0.686890796	4.631956194	2.498521401	
4930486I03RIK	0	0	0	
4930486L24RIK	-2.221782622	64.17503003	12.9719823	
4930487D11RIK	-0.47438077	0.73709398	0.250317973	
4930488B22RIK	0	0	0	
4930488L21RIK	0	0	0	
4930488N24RIK	0	0	0	
4930500F04RIK	0	0	0	
4930500F10RIK	0.028311979	3.406345872	3.493671682	
4930500L23RIK	0	0	0	
4930500M09RIK	0.734748415	1.696921288	3.487966263	
4930502C17RIK	0	0	0	
4930502E09RIK	0	0	0	
4930502E18RIK	-0.472897215	0.73263227	0.248389629	
4930503B20RIK	0	0	0.251909738	
4930503E14RIK	0	0	0	
4930503H13RIK	0	0	0	
4930503L19RIK	-0.314392949	491.1612345	394.7908	
4930503O07RIK	0	0	0	
4930504O13RIK	0	0	0	
4930505A04RIK	0	0	0	
4930505G20RIK	0	0	0	
4930505K14RIK	0	0	0	
4930505M18RIK	0	0	0	
4930505N22RIK	-0.564320826	1.216030788	0.498643361	
4930505O20RIK	0.007926658	0.243467138	0.250317973	
4930506C21RIK	0.181875253	188.8752939	214.3864438	
4930507D05RIK	0.825825035	0.972563649	2.496464574	
4930507D10RIK	0	0	0	
4930509E16RIK	-1.90567089	5.566492421	0.752545684	
4930509G22RIK	-0.803554407	9.016959839	4.739075694	
4930509H03RIK	0	0	0.250317973	
4930509J09RIK	0	0	0	
4930509K18RIK	0	0	0	
4930510E17RIK	-0.309937759	0.239654217	0	
4930511A02RIK	0	0	0	
4930511M06RIK	-0.548091319	9.943775758	6.484714831	
4930511M18RIK	0	0	0	
4930511O05RIK	0	0	0	
4930512B01RIK	0	0	0	
4930512H18RIK	-1.355149025	7.311719802	2.24900507	
4930512M02RIK	-0.882280051	7.300274809	3.502976823	
4930512P04RIK	0	0	0	
4930513D17RIK	-0.309937759	0.239654217	0	
4930513N10RIK	0.149729595	23.31259037	25.97145231	
4930513O06RIK	0	0	0	
4930515B02RIK	0	0	0	
4930515G01RIK	-0.366070407	21.84750743	16.72722081	
4930515G13RIK	0	0	0	
4930515G16RIK	0	0	0	
4930515L19RIK	0	0	0	
4930516B21RIK	-0.311838158	16.95413547	13.46411474	
4930516K23RIK	0	0	0	
4930517E11RIK	0	0	0	
4930517J16RIK	0	0	0	
4930517L18RIK	0	0	0	
4930517O19RIK	0	0	0	
4930518C09RIK	0	0	0	
4930518I15RIK	-0.629496793	14.09376959	8.756640417	
4930518J20RIK	0	0	0	
4930519A11RIK	0	0	0	
4930519D14RIK	0	0	0	
4930519E07RIK	0	0	0	
4930519F09RIK	0	0	0	
4930519F16RIK	0	0	0.745168887	
4930519F24RIK	0	0	0	
4930519G04RIK	-0.39565446	0.974145715	0.500635946	
4930519H02RIK	0	0	0	
4930519L02RIK	0.125402824	2.654094671	2.985931276	
4930519P11RIK	0	0	0.250317973	
4930520M14RIK	0	0	0.250317973	
4930520O04RIK	-0.366038025	19.94692475	15.25293683	
4930521E06RIK	0	0	0	
4930522H14RIK	0	0	0	
4930522L14RIK	-0.361552355	196.7572	152.9196973	
4930522N08RIK	0	0	0	
4930522O17RIK	0	0	0	
4930523C07RIK	1.960325972	142.0468597	555.6667058	
4930524B15RIK	-0.314529156	0.243605719	0	
4930524B17RIK	0	0	0	
4930524J08RIK	0.438218903	1.946803829	2.992714528	
4930524N10RIK	0	0	0	
4930524O07RIK	-0.247389217	4.628792062	3.741804345	
4930524O08RIK	0	0	0	
4930525G20RIK	-0.905841126	11.17812057	5.499724057	
4930526A20RIK	-1.038500574	4.123172132	1.494130221	
4930526F13RIK	0	0	0	
4930526L06RIK	-1.284673722	7.535794825	2.503633275	
4930526M16RIK	0	0	0	
4930527A07RIK	0	0	0	
4930527B05RIK	0	0	0	
4930527E20RIK	0	0	0	
4930527J03RIK	0	0	0	
4930528D03RIK	-0.187459402	4.121590065	3.49752837	
4930528G23RIK	0	0	0	
4930528J11RIK	-0.631584777	33.46198121	21.24407131	
4930528P14RIK	0	0	0	
4930529C04RIK	-0.314529156	0.243605719	0	
4930529I22RIK	-0.793080879	0.732770851	0	
4930532G15RIK	0.379786194	0.732909432	1.254773395	
4930532M18RIK	0	0	0	
4930533B01RIK	-0.435164399	1.703242226	0.999343548	
4930533D04RIK	0	0	0	
4930533I22RIK	-0.752984843	1.952847605	0.752144863	
4930533K18RIK	0	0	0	
4930533L02RIK	0	0	0	
4930533P14RIK	0	0	0	
