!Series_platform_id	GPL21103			
GENE	rna	WT~RANKL	Foxo3~RANKL	@OC_up
ZAP70	1.708051804	1.00E-06	0.0226752	
ZAN	-0.304277009	0.0347321	0.0262262	
ZADH2	0.117187107	26.058901	28.264801	
YY2	-0.35453731	2.438371	1.904921	
YY1	0.027947383	34.861301	35.543401	
YWHAZ	0.058214458	156.779001	163.235001	
YWHAQ	0.027745929	89.282801	91.016701	
YWHAH	-0.006331274	164.872001	164.150001	
YWHAG	-0.121505127	122.966001	113.033001	
YWHAE	-0.014765784	233.917001	231.535001	
YWHAB	-0.020758833	99.577701	98.155001	
YTHDF3	-0.002423213	52.843201	52.754501	
YTHDF2	0.108798966	16.767701	18.081901	
YTHDF1	-0.100675923	25.476601	23.758701	
YTHDC2	0.055204354	5.353241	5.562441	
YTHDC1	-0.01554877	19.785301	19.573101	
YRDC	0.146837511	16.830601	18.634901	
YPEL5	0.087716955	33.950701	36.079601	
YPEL4	0.251334473	1.225631	1.460781	
YPEL3	-1.183207016	36.040701	15.865701	
YPEL2	-0.192569992	3.204131	2.802511	
YPEL1	-0.074129971	0.589778	0.559738	
YOD1	-0.021950054	3.384161	3.332911	
YME1L1	0.060565396	33.872701	35.325401	
YLPM1	-0.062986445	7.356651	7.041951	
YKT6	0.011162397	62.187501	62.670601	
YIPF7	-0.356538226	0.495285	0.384646	
YIPF6	-0.0894236	13.072801	12.286501	
YIPF5	0.050473274	23.824001	24.672601	
YIPF4	0.056795672	49.159501	51.133801	
YIPF3	-0.001756516	30.644601	30.607301	
YIPF2	0.062117073	16.445801	17.169801	
YIPF1	0.016425433	28.469601	28.795701	
YIF1B	0.143871853	39.037801	43.132601	
YIF1A	-0.038135237	35.329401	34.407501	
YES1	1.043501864	0.0788006	0.173038	
YEATS4	0.21220059	24.228601	28.069301	
YEATS2	-0.102918032	4.896301	4.558491	
YDJC	0.403636239	3.738631	4.948831	
YBX2	0	1.00E-06	1.00E-06	
YBX1	0.058541935	211.978001	220.757001	
YBEY	-0.035801613	1.087901	1.060991	
YARS2	0.139891422	11.761501	12.960101	
YARS	0.180153353	17.071401	19.343301	
YAP1	-0.634851994	0.0483736	0.027593	
YAF2	-0.110426655	8.434761	7.812501	
YAE1D1	0.082863074	10.683901	11.316101	
XYLT2	-0.163928656	14.662901	13.086901	
XYLT1	-0.891704127	0.86672	0.462532	
XYLB	0.002078827	5.974861	5.983491	
XRRA1	-0.309372301	0.122136	0.0966328	
XRN2	-0.028753878	32.746701	32.100301	
XRN1	0.001599996	5.793641	5.800081	
XRCC6BP1	-0.246072847	6.061431	5.109361	
XRCC6	0.371255176	10.110701	13.080901	
XRCC5	0.094462917	3.262011	3.483421	
XRCC4	0.094773341	8.768511	9.364551	
XRCC3	-0.272257983	4.130311	3.418271	
XRCC2	0.066105447	1.072181	1.122921	
XRCC1	0.101362398	11.308101	12.131901	
XPR1	-0.130252859	148.191001	135.397001	
XPOT	0.043430548	39.212601	40.411301	
XPO7	0.06540143	5.597851	5.857921	
XPO6	-0.026256519	22.085901	21.687401	
XPO5	0.039296309	17.264801	17.741801	
XPO4	-0.092822837	6.557891	6.148621	
XPO1	0.041705975	28.578201	29.416701	
XPNPEP3	-0.005366189	4.084111	4.068911	
XPNPEP2	0	1.00E-06	1.00E-06	
XPNPEP1	0.037898506	39.385401	40.434001	
XPC	-0.113997511	4.635951	4.282971	
XPA	-0.230950398	6.181381	5.265511	
XLR5C	3.074881711	1.00E-06	0.0742704	
XLR5B	1.869963955	1.00E-06	0.026556	
XLR4C	-0.202415549	0.356546	0.308563	
XLR4B	0.307022629	1.315311	1.629611	
XLR4A	0.06959685	4.001461	4.199721	
XLR3C	0	1.00E-06	1.00E-06	
XLR3B	0.152141666	0.293989	0.327798	
XLR3A	0.399830671	0.026046	0.0375574	
XLR	0.085789669	1.709971	1.815351	
XKRX	0.351643223	0.284841	0.366221	
XKR9	2.424401655	1.00E-06	0.043686	
XKR8	0.034903855	4.450861	4.560101	
XKR7	0	1.00E-06	1.00E-06	
XKR6	-1.391683935	0.0162411	1.00E-06	
XKR5	-0.534781344	0.231221	0.156506	
XK	-0.602281106	0.788612	0.516055	
XIRP2	0	1.00E-06	1.00E-06	
XIRP1	-0.761567116	0.0253385	0.0108446	
XIAP	-0.11614694	30.675901	28.302301	
XDH	-0.475834282	26.695901	19.192901	
XCR1	0.539568056	0.208573	0.307704	
XCL1	0	1.00E-06	1.00E-06	
XBP1	-0.051020163	85.808801	82.826901	
XAF1	-0.122941779	4.690271	4.306321	
XAB2	0.072080933	23.040101	24.221001	
WWTR1	0.98787301	0.0189228	0.0473614	
WWP2	-0.100959798	26.385401	24.601401	
WWP1	-0.447482938	63.462601	46.535801	
WWOX	0.140723264	4.604491	5.077281	
WWC2	-0.079205306	3.987111	3.773581	
WWC1	0.032632908	0.0877962	0.0900335	
WTIP	0.180422205	3.577271	4.055151	
WTAP	0.072908805	42.212201	44.400801	
WSCD2	0	1.00E-06	1.00E-06	
WSB2	0.067642157	96.655801	101.296001	
WSB1	-0.236518133	38.024201	32.273101	
WRNIP1	0.080736078	11.001601	11.635401	
WRN	0.065581519	4.933591	5.163501	
WRB	0.016401216	13.818001	13.976101	
WRAP53	0.108603186	2.798381	3.017951	
WNT9B	-0.841403833	0.00791972	1.00E-06	
WNT9A	0.933948381	0.436077	0.842229	
WNT7B	0	1.00E-06	1.00E-06	
WNT6	-0.624619804	0.422194	0.270317	
WNT5B	-0.922619996	0.0679598	0.0311277	
WNT5A	0.290569268	0.0483199	0.0613324	
WNT4	-0.445465576	0.12107	0.0862509	
WNT3A	0	1.00E-06	1.00E-06	
WNT3	0	1.00E-06	1.00E-06	
WNT2B	0.255337133	0.0744306	0.0907776	
WNT2	0	1.00E-06	1.00E-06	
WNT16	0	1.00E-06	1.00E-06	
WNT11	1.536455763	1.00E-06	0.019011	
WNT10B	-1.437142078	0.0170811	1.00E-06	
WNT10A	0	1.00E-06	1.00E-06	
WNT1	0	1.00E-06	1.00E-06	
WNK4	0.373856031	0.0243739	0.0345421	
WNK3	0.374522454	1.00E-06	0.0029654	
WNK2	-0.697479438	0.0725882	0.0409279	
WNK1	-0.141693866	33.127801	30.027901	
WLS	-0.049658586	19.177201	18.528001	
WIZ	0.041361805	11.277701	11.606001	
WISP3	-1.78538955	0.0244746	1.00E-06	
WISP2	-0.33191609	0.377905	0.298183	
WISP1	-0.689971253	0.0815404	0.0467428	
WIPI2	-0.196169206	27.697601	24.175001	
WIPI1	-0.17588422	13.426701	11.884501	
WIPF3	0	1.00E-06	1.00E-06	
WIPF2	0.014283585	5.551921	5.607261	
WIPF1	-0.037373993	79.679501	77.641601	
WIF1	0	1.00E-06	1.00E-06	
WIBG	-0.041676154	16.046501	15.589301	
WHSC1L1	-0.027389076	12.672401	12.433901	
WHSC1	0.006386794	24.647401	24.756801	
WHRN	-0.025235888	3.334851	3.276851	
WHAMM	0.111176205	3.820681	4.127551	
WFS1	0.029067531	5.632081	5.746911	
WFIKKN2	-0.397113555	0.0538407	0.0384791	
WFIKKN1	0.91605574	0.236801	0.455701	
WFDC3	0	1.00E-06	1.00E-06	
WFDC18	-3.57690987	0.109344	1.00E-06	
WFDC17	-1.191709657	121.926001	53.371601	
WFDC15A	-3.835648468	0.132787	1.00E-06	
WFDC13	-2.419062906	0.0434877	1.00E-06	
WEE2	-1.208816163	0.0131171	1.00E-06	
WEE1	0.214887058	5.445721	6.321981	
WDYHV1	-0.193408382	6.749851	5.901741	
WDTC1	0.031113493	16.613501	16.975901	
WDSUB1	0.017789134	9.328411	9.444271	
WDR96	-0.222816956	0.168437	0.142901	
WDR95	0	1.00E-06	1.00E-06	
WDR93	-0.630855208	0.121855	0.0751511	
WDR92	0.185654218	17.501501	19.906401	
WDR91	0.044635615	167.067001	172.317001	
WDR90	0.007434312	0.708299	0.71201	
WDR89	0.270027195	4.167611	5.027491	
WDR86	0	1.00E-06	1.00E-06	
WDR85	-0.011979742	2.697591	2.675201	
WDR83	0.076692623	15.259901	16.093601	
WDR82	0.110207328	27.363501	29.536501	
WDR81	-0.059414157	22.492701	21.584801	
WDR8	-0.032751904	8.323281	8.136231	
WDR78	-0.074641111	0.188962	0.17893	
WDR77	0.071253704	16.063701	16.877501	
WDR76	-0.152029301	1.879991	1.690961	
WDR75	0.09405387	16.443601	17.552001	
WDR74	0.065668213	18.452701	19.312501	
WDR73	0.040343317	7.457951	7.669731	
WDR72	0	1.00E-06	1.00E-06	
WDR70	0.087450585	6.367241	6.765761	
WDR7	0.012530757	21.575401	21.763701	
WDR67	0.188936906	3.927511	4.478461	
WDR65	-0.850241532	0.00802983	1.00E-06	
WDR63	-1.076435355	0.0110903	1.00E-06	
WDR62	-0.256066494	2.070401	1.732061	
WDR61	0.123198601	48.912601	53.273901	
WDR60	0.056050352	2.083361	2.166291	
WDR6	-0.027051553	5.836251	5.727651	
WDR5B	-0.330164256	3.099691	2.463591	
WDR59	-0.125504364	4.001091	3.666901	
WDR55	-0.033601757	15.514401	15.157001	
WDR54	-0.595090964	0.421894	0.275915	
WDR53	0.108272622	10.203401	10.999401	
WDR52	0.469493778	1.00E-06	0.00384762	
WDR5	0.009029599	18.848101	18.966501	
WDR48	0.151404483	14.092101	15.652501	
WDR47	0.232560364	3.514561	4.131071	
WDR46	0.078233166	10.852401	11.457701	
WDR45B	0.080108452	28.402801	30.025101	
WDR45	-0.172805704	17.147401	15.210601	
WDR44	-0.054560553	7.405061	7.129871	
WDR43	0.078417661	18.771101	19.820201	
WDR41	0.024001791	28.650101	29.130901	
WDR4	0.165909346	6.946751	7.794591	
WDR38	0.409809896	0.0339045	0.0483276	
WDR37	-0.117361469	9.541391	8.795161	
WDR36	0.077558796	27.648401	29.176001	
WDR35	0.303297843	0.60092	0.743852	
WDR34	0.099117402	6.323841	6.774291	
WDR33	0.000918506	18.204301	18.215901	
WDR31	-0.061026198	0.0904564	0.0862957	
WDR3	-0.170945494	18.162601	16.132001	
WDR27	2.335570506	1.00E-06	0.0404801	
WDR26	-0.129511935	74.125201	67.760001	
WDR25	0.171029365	1.944291	2.190261	
WDR24	0.064393443	10.192601	10.658301	
WDR20B	0	1.00E-06	1.00E-06	
WDR20A	0.064835081	8.047371	8.417731	
WDR19	-0.174214612	1.852591	1.640721	
WDR18	0.041319268	16.121801	16.590501	
WDR17	0	1.00E-06	1.00E-06	
WDR16	2.847143145	1.00E-06	0.0619646	
WDR13	0.075544647	21.902701	23.080701	
WDR12	0.117671415	11.250001	12.206901	
WDR11	0.033251526	43.170901	44.177701	
WDR1	-0.088255458	162.712001	153.056001	
WDPCP	-0.254366216	1.537221	1.287121	
WDHD1	-0.235440108	2.072761	1.759151	
WDFY4	-0.494037978	7.455211	5.290561	
WDFY3	-0.293257656	13.580101	11.080301	
WDFY2	0.026005595	45.627101	46.457201	
WDFY1	-0.006158419	70.184501	69.885501	
WBSCR28	0	1.00E-06	1.00E-06	
WBSCR27	-0.993220482	1.092911	0.544053	
WBSCR22	0.048579591	14.651501	15.153601	
WBSCR17	0	1.00E-06	1.00E-06	
WBSCR16	0.194115941	6.982221	7.989261	
WBP7	-0.023589248	11.409501	11.224301	
WBP5	-0.605331968	33.938301	22.304901	
WBP4	0.01338611	10.395801	10.492801	
WBP2NL	0	1.00E-06	1.00E-06	
WBP2	0.031460248	76.810901	78.504501	
WBP1L	-0.000897962	37.436201	37.412901	
WBP11	0.148969503	46.797601	51.889201	
WBP1	0.164658765	13.340601	14.954701	
WASL	0.182547534	9.443901	10.719101	
WASH	0.09339004	15.250001	16.270501	
WASF3	1.002767042	1.00E-06	0.0100404	
WASF2	-0.069500956	70.294701	66.988101	
WASF1	0.461837962	0.080836	0.115108	
WAS	-0.028682456	56.398901	55.288501	
WARS2	0.278679338	4.848321	5.883551	
WARS	-0.082612243	25.718701	24.286801	
WAPAL	0.03438353	26.276201	26.910201	
WAP	0	1.00E-06	1.00E-06	
WAC	-0.018749888	25.887701	25.553301	
VWF	-0.508928342	2.351771	1.649721	
VWDE	0	1.00E-06	1.00E-06	
VWCE	0	1.00E-06	1.00E-06	
VWC2L	0	1.00E-06	1.00E-06	
VWC2	0	1.00E-06	1.00E-06	
VWA9	0.106729115	13.281801	14.302401	
VWA8	0.10161969	39.162401	42.021101	
VWA7	-1.462917284	0.0808973	0.0229738	
VWA5B2	0.596326281	1.00E-06	0.00512013	
VWA5B1	-0.203007398	0.00833261	0.00592623	
VWA5A	-0.218197805	111.505001	95.852601	
VWA3A	-0.802358351	0.00744124	1.00E-06	
VWA2	0	1.00E-06	1.00E-06	
VWA1	1.823543685	0.0238698	0.109882	
VTI1B	0.157757607	67.823601	75.661901	
VTI1A	0.055398463	12.974701	13.483001	
VTCN1	-1.270653759	0.0141295	1.00E-06	
VTA1	0.086291314	34.579301	36.711301	
VSNL1	0.939660061	0.11829	0.23607	
VSIG8	-0.113654907	0.797338	0.736177	
VSIG4	-1.159940586	0.0630812	0.0227061	
VSIG2	1.808615573	1.00E-06	0.0250341	
VSIG10	0.132698308	3.224301	3.535901	
VRK3	0.01914559	26.062001	26.410301	
VRK2	0.03042124	9.033051	9.225761	
VRK1	0.109624174	5.865451	6.329301	
VPS9D1	0.191934605	12.913201	14.752101	
VPS8	-0.119770265	10.553001	9.711491	
VPS72	0.047120542	26.305701	27.179401	
VPS54	-0.000987002	19.583401	19.570001	
VPS53	0.04359854	20.640901	21.274501	
VPS52	0.104309208	40.447701	43.481201	
VPS51	0.128610476	20.845801	22.790401	
VPS4B	-0.068611508	60.498501	57.688201	
VPS4A	0.006723357	26.236201	26.358801	
VPS45	0.131075999	9.623461	10.539701	
VPS41	0.037692669	35.916301	36.867301	
VPS39	-0.085329843	48.906101	46.096801	
VPS37D	-1.681958902	0.0877093	0.020452	
VPS37C	0.038875152	23.854501	24.506301	
VPS37B	-0.119248329	9.470191	8.718101	
VPS37A	0.020496273	9.962511	10.105201	
VPS36	-0.023759941	25.225301	24.813101	
VPS35	-0.053061902	107.241001	103.368001	
VPS33B	-0.120480771	10.750501	9.888381	
VPS33A	-0.100766193	31.265201	29.155301	
VPS29	0.053911311	79.466401	82.492501	
VPS28	-0.154822719	61.079501	54.863201	
VPS26B	-0.080853772	9.953661	9.410621	
VPS26A	-0.073757474	68.354901	64.947601	
VPS25	-0.074095662	66.035301	62.728901	
VPS18	0.139193799	41.586601	45.799901	
VPS16	0.150663636	12.565401	13.949701	
VPS13D	-0.145977136	8.709051	7.869991	
VPS13C	-0.462018399	7.030321	5.101061	
VPS13B	-0.257894624	6.922571	5.787761	
VPS13A	-0.050655648	4.396051	4.244031	
VPS11	0.113362084	33.053301	35.756101	
VPREB3	2.783513538	1.00E-06	0.0588596	
VPREB2	0	1.00E-06	1.00E-06	
VPREB1	-4.918904963	0.292539	1.00E-06	
VPRBP	0.191110004	9.658971	11.028501	
VOPP1	0.002951973	35.972001	36.045701	
VNN3	-0.123285649	0.855496	0.784607	
VNN1	1.182579812	1.00E-06	0.0127005	
VMP1	0.069043937	37.600201	39.443901	
VMN2R90	1.884141057	1.00E-06	0.026917	
VMN2R57	0.356838657	0.0178868	0.0257123	
VMN2R55	1.821859609	0.0170669	0.0856914	
VMN2R52	-1.506711528	0.018419	1.00E-06	
VMN2R43	1.109029052	1.00E-06	0.0115722	
VMN2R42	1.479681262	1.00E-06	0.0178915	
VMN2R37	-1.330282195	0.0151477	1.00E-06	
VMN2R3	1.155190492	1.00E-06	0.0122736	
VMN2R29	1.293704904	0.264293	0.662448	
VMN2R28	1.149979941	1.00E-06	0.0121933	
VMN2R27	1.181021912	1.00E-06	0.012676	
VMN2R26	0.358174766	0.017895	0.0257559	
VMN2R18	1.899333026	1.00E-06	0.0273078	
VMN2R1	0	1.00E-06	1.00E-06	
VMN1R65	0.053953279	1.221051	1.267961	
VMN1R58	-0.180736959	3.492571	3.080151	
VMN1R4	0	1.00E-06	1.00E-06	
VMN1R32	0	1.00E-06	1.00E-06	
VMN1R235	0	1.00E-06	1.00E-06	
VMN1R233	0	1.00E-06	1.00E-06	
VMAC	-0.009300968	4.857571	4.826291	
VMA21	-0.045252716	34.141601	33.087001	
VLDLR	0.131000658	0.542008	0.594478	
VKORC1L1	0.147577865	21.980901	24.349501	
VKORC1	0.087603505	39.383901	41.850101	
VIT	0	1.00E-06	1.00E-06	
VIPR2	-0.059589158	0.0692879	0.0660797	
VIPR1	0.07323879	0.334766	0.35272	
VIPAS39	0.051802424	58.757801	60.906301	
VIP	0	1.00E-06	1.00E-06	
VIMP	-0.055958045	65.610401	63.113901	
VIM	0.041533733	2171.700001	2235.130001	
VILL	-0.500399555	2.867351	2.024031	
VIL1	1.371514958	1.00E-06	0.0158768	
VHL	-0.120215622	8.808401	8.103371	
VGLL4	-0.218579853	8.292641	7.125381	
VGLL3	-0.056712029	0.0810339	0.0775248	
VGF	-1.261687396	0.01398	1.00E-06	
VEZT	0.025558326	5.817051	5.921201	
VEZF1	-0.14571375	9.543031	8.625291	
VEPH1	0.432686139	0.140184	0.19271	
VEGFC	0.175688713	7.628791	8.618041	
VEGFB	0.402766667	33.492901	44.282201	
VEGFA	0.457412236	18.701701	25.682601	
VDR	0.922272448	0.130779	0.25679	
VDAC3	0.082043095	84.978701	89.951901	
VDAC2	0.119981823	321.803001	349.711001	
VDAC1	0.144808677	243.900001	269.653001	
VCPIP1	-0.140826722	17.966201	16.294401	
VCP	0.032849383	183.224001	187.444001	
VCL	-0.084744964	35.252801	33.241101	
VCAN	0.623809949	0.503261	0.780904	
VCAM1	0.24215208	1.163151	1.377551	
VBP1	-0.012150024	38.862501	38.536501	
VAX2	-1.313581466	0.117236	0.0411897	
VAX1	0	1.00E-06	1.00E-06	
VAV3	-0.230968983	9.710721	8.272661	
VAV2	0.082548337	9.605571	10.171801	
VAV1	-0.097766788	34.812101	32.530501	
VAT1L	0	1.00E-06	1.00E-06	
VAT1	-0.488841948	104.127001	74.197701	
VASP	0.334843817	125.870001	158.755001	
VASN	-0.597188642	2.109341	1.390971	
VASH2	0.165435483	1.070371	1.201641	
VASH1	0.026570388	1.686271	1.717801	
VARS2	0.139800937	5.466001	6.023201	
VARS	0.140947807	24.106901	26.582001	
VAPB	0.092871703	18.882801	20.139001	
VAPA	0.007732602	96.729601	97.249501	
VANGL2	0.422836478	0.415516	0.56043	
VANGL1	0.014477277	0.508373	0.513601	
VAMP8	0.064851357	223.427001	233.700001	
VAMP5	0.09228394	4.228491	4.508471	
VAMP4	0.107080777	15.485801	16.679701	
VAMP3	-0.08120724	57.696701	54.538201	
VAMP2	0.131877947	15.276401	16.739601	
VAMP1	0.281096677	3.061381	3.722091	
VAC14	-0.017657901	31.128701	30.749901	
UXT	-0.053889497	15.929201	15.344801	
UXS1	-0.107389284	18.907201	17.550201	
UVSSA	0.159454367	2.514801	2.809861	
UVRAG	0.139296643	13.834601	15.238001	
UTY	0.125663994	6.871021	7.497261	
UTS2R	0	1.00E-06	1.00E-06	
UTS2D	0	1.00E-06	1.00E-06	
UTS2	0	1.00E-06	1.00E-06	
UTRN	-0.452548537	1.877211	1.369081	
UTP6	-0.033263751	17.477901	17.079301	
UTP3	0.110751616	29.795501	32.173701	
UTP23	-0.086290748	5.832031	5.492851	
UTP20	-0.083567385	5.959921	5.623941	
UTP18	0.140389353	10.110101	11.144401	
UTP15	0.042026404	10.582401	10.895501	
UTP14B	-0.241620134	1.830731	1.546881	
UTP14A	0.150466421	11.713101	13.001801	
UTP11L	0.098600157	73.728201	78.944001	
UTF1	2.484256856	1.00E-06	0.0459602	
UST	-0.151248131	1.323281	1.190581	
USPL1	-0.051035729	8.052001	7.771791	
USP9Y	0	1.00E-06	1.00E-06	
USP9X	-0.081537767	22.328401	21.100901	
USP8	-0.004821206	46.749401	46.593401	
USP7	0.093556216	32.313801	34.479401	
USP6NL	-0.008819848	16.577901	16.476801	
USP54	0.076442148	3.077411	3.245411	
USP53	0.186439817	1.916031	2.181731	
USP51	0	1.00E-06	1.00E-06	
USP50	0.376422399	0.0223673	0.0320166	
USP5	0.05497049	46.135701	47.927901	
USP49	0.240542034	1.188381	1.405811	
USP48	-0.016420907	18.147601	17.942101	
USP47	-0.105138489	22.549801	20.964201	
USP46	0.011603844	6.440291	6.492381	
USP45	0.074909248	8.418781	8.867991	
USP44	-0.610713532	0.105859	0.0658729	
USP43	0	1.00E-06	1.00E-06	
USP42	0.230376116	3.141771	3.687471	
USP40	-0.016653604	8.799771	8.698661	
USP4	0.020011758	42.666901	43.263001	
USP39	0.005033734	16.240801	16.297601	
USP38	0.000155665	16.671401	16.673201	
USP37	-0.004998633	3.196321	3.185231	
USP36	0.093031859	8.677371	9.256031	
USP35	-0.068734679	3.308351	3.153961	
USP34	-0.069168259	10.051601	9.580591	
USP33	0.077726519	22.662401	23.917401	
USP32	0.03837597	7.264511	7.460611	
USP31	-0.1144451	5.312671	4.906751	
USP30	0.067784483	9.915811	10.393301	
USP3	0.298276173	19.379201	23.832401	
USP29	0	1.00E-06	1.00E-06	
USP28	0.041586155	5.052781	5.200841	
USP27X	0.523806053	0.598713	0.865173	
USP26	3.752871866	1.00E-06	0.124825	
USP25	0.045013531	35.004201	36.113901	
USP24	-0.117224728	15.210301	14.022501	
USP22	0.080803164	17.885501	18.916401	
USP21	0.356781385	10.212201	13.080201	
USP20	0.128050099	15.844001	17.315501	
USP2	0.049550912	0.791655	0.819667	
USP19	-0.01385153	39.151901	38.777701	
USP18	-0.376694608	6.944401	5.346281	
USP17LE	1.906630913	1.00E-06	0.027497	
USP17LB	2.356684102	1.00E-06	0.0412243	
USP17LA	0.714022282	0.0727898	0.125806	
USP16	0.026040081	17.098201	17.409801	
USP15	0.024303681	24.447401	24.862901	
USP14	-0.005838066	37.033801	36.884201	
USP13	0.640811621	1.00E-06	0.00559362	
USP12	-0.009052222	19.974401	19.849401	
USP11	0.41178473	2.648731	3.526991	
USP10	0.022280554	13.014001	13.216701	
USP1	0.029712106	10.101301	10.311701	
USO1	-0.029123773	53.731201	52.657201	
USMG5	0.355057708	418.279001	534.997001	
USHBP1	1.352995154	0.00894607	0.0383962	
USH2A	0	1.00E-06	1.00E-06	
USH1G	0	1.00E-06	1.00E-06	
USH1C	0	1.00E-06	1.00E-06	
USF2	0.096054811	50.126101	53.577801	
USF1	-0.036596245	25.433601	24.796301	
USE1	0.212378294	147.799001	171.241001	
USB1	0.09916105	16.372201	17.537801	
UROS	0.025797749	8.920041	9.081161	
UROD	0.092793561	44.359401	47.307001	
UROC1	0.825559156	1.00E-06	0.00772399	
URM1	-0.015888815	17.044901	16.858101	
URI1	0.140713449	12.278901	13.537901	
URGCP	0.126543055	11.044301	12.057701	
URB2	-0.054585198	3.995521	3.846801	
URB1	-0.17675773	2.458021	2.173431	
UQCRQ	0.481082203	344.147001	480.361001	
UQCRH	0.1752335	531.802001	600.484001	
UQCRFS1	0.205859701	246.519001	284.330001	
UQCRC2	0.206712143	273.853001	316.043001	
UQCRC1	0.191507953	312.536001	356.904001	
UQCRB	0.198859923	523.635001	601.025001	
UQCR11	0.246886075	445.048001	528.115001	
UQCR10	0.348201896	454.914001	579.096001	
UQCC	0.106445182	27.992301	30.136501	
UPRT	0.011307091	9.093651	9.165281	
UPP2	0	1.00E-06	1.00E-06	
UPP1	0.022239525	6.353821	6.452681	
UPK3BL	0.416852227	0.0379079	0.0539576	
UPK3B	1.267367566	1.00E-06	0.0140746	
UPK2	0.436577814	0.0508421	0.0723431	
UPK1B	1.478040639	1.00E-06	0.0178598	
UPK1A	-0.112145546	0.336308	0.310408	
UPF3B	0.089313432	6.466911	6.880551	
UPF3A	0.090410772	14.317401	15.244001	
UPF2	0.016561986	7.493871	7.580511	
UPF1	0.065142987	23.965601	25.073001	
UPB1	1.459607337	1.00E-06	0.0175061	
UOX	0	1.00E-06	1.00E-06	
UNKL	-0.204679508	3.379921	2.931541	
UNK	0.132970538	8.264331	9.063211	
UNG	0.19626768	5.001581	5.731921	
UNCX	-0.878811256	0.0541773	0.0249006	
UNC93B1	-0.07987135	249.628001	236.183001	
UNC93A	-1.335338994	0.015236	1.00E-06	
UNC80	0.125219646	0.0026482	0.00379506	
UNC79	0.364905441	1.00E-06	0.00287926	
UNC5D	0	1.00E-06	1.00E-06	
UNC5C	-0.933170783	0.00909659	1.00E-06	
UNC5B	-0.362178222	0.392827	0.303395	
UNC5A	-0.100870248	0.520715	0.484876	
UNC50	0.149547501	37.229001	41.296301	
UNC45B	0	1.00E-06	1.00E-06	
UNC45A	-0.051818596	5.849891	5.643151	
UNC13D	-0.013705283	10.312801	10.215201	
UNC13C	0	1.00E-06	1.00E-06	
UNC13B	0.674292403	0.331271	0.534605	
UNC13A	0.349321313	0.201008	0.258816	
UNC119B	0.082886986	4.952851	5.246331	
UNC119	-0.017048487	13.167201	13.012401	
UMPS	0.139173479	21.457501	23.631601	
UMODL1	-0.372589561	0.0392792	0.028063	
ULK4	0.219394706	0.147606	0.173492	
ULK3	0.069436916	7.798821	8.183851	
ULK2	-0.178574379	12.926301	11.420201	
ULK1	-0.182469861	12.283901	10.823301	
UIMC1	0.038158496	8.873551	9.111651	
UHRF2	-0.117339966	34.981101	32.247801	
UHRF1BP1L	-0.110559368	14.025301	12.989901	
UHRF1BP1	0.090265474	4.924791	5.243411	
UHRF1	-0.493226573	6.809561	4.834851	
UHMK1	0.032821233	26.299501	26.904901	
UGT8A	0.981573246	1.00E-06	0.00974815	
UGT3A2	1.342353593	1.00E-06	0.015359	
UGT1A9	-0.335601938	0.033967	0.0248418	
UGT1A7C	-0.273636488	55.863701	46.210501	
UGT1A6B	-1.390241218	0.214742	0.0757393	
UGT1A6A	-1.675377886	0.945756	0.289232	
UGT1A5	0	1.00E-06	1.00E-06	
UGT1A2	0	1.00E-06	1.00E-06	
UGT1A10	0	1.00E-06	1.00E-06	
UGT1A1	-0.039118844	0.294589	0.286441	
UGP2	-0.071678061	18.956601	18.037301	
UGGT2	0.070896077	0.259194	0.272753	
UGGT1	-0.141275222	17.516301	15.881401	
UGDH	-0.071045927	19.868301	18.913101	
UGCG	-0.185928749	4.031201	3.542551	
UFSP2	0.124836846	44.467801	48.487901	
UFSP1	0.039373777	4.164911	4.280421	
UFM1	0.035731576	13.225501	13.557401	
UFL1	-0.127898013	12.760501	11.677101	
UFD1L	0.070014662	22.106601	23.206401	
UFC1	-0.094039016	71.857201	67.322101	
UEVLD	-0.148513572	5.230211	4.717611	
UCP3	0.755507835	0.0150861	0.032351	
UCP2	0.023507348	249.632001	253.733001	
UCP1	1.478299536	1.00E-06	0.0178648	
UCN2	0	1.00E-06	1.00E-06	
UCKL1	0.124511737	25.550601	27.854601	
UCK2	0.314779938	24.617401	30.622101	
UCK1	0.119515523	16.735401	18.181701	
UCHL5	0.066316222	17.762201	18.598201	
UCHL4	0	1.00E-06	1.00E-06	
UCHL3	0.156146292	26.885201	29.959501	
UCHL1	-0.077648283	54.309801	51.463501	
UBXN8	0.010046495	10.751301	10.826501	
UBXN7	-0.166853153	6.463751	5.756711	
UBXN6	0.048715006	26.385301	27.291801	
UBXN4	0.054721149	31.124301	32.327901	
UBXN2B	0.005907728	2.831601	2.843261	
UBXN2A	0.110159834	17.365401	18.744101	
UBXN11	-0.126448182	2.285391	2.092771	
UBXN10	0	1.00E-06	1.00E-06	
UBXN1	0.126971849	162.687001	177.655001	
UBTFL1	1.127072986	1.00E-06	0.0118437	
UBTF	0.039519228	29.869801	30.699601	
UBTD2	0.04420307	1.461711	1.507501	
UBTD1	0.007873606	38.071401	38.279801	
UBR7	0.074584842	12.753401	13.430601	
UBR5	0.001079489	27.644401	27.665101	
UBR4	-0.200027193	13.931901	12.126901	
UBR3	0.005902766	16.307601	16.374501	
UBR2	-0.042418066	23.528401	22.846401	
