!Series_platform_id	GPL6885			
GENE	rna	Control~osteoclast~progenitors~1	Control~mature-osteoclast~progenitors~1	@OC_up
ACO1	0.298423605	6.730879549	8.279933053	
CD86	-0.607373492	8.393430959	5.505933182	
UBE1DC1	0.122422396	11.02999429	12.0077084	
PDCD6IP	0.04357166	8.280454078	8.534658193	
SLC24A2	-0.000148893	4.630675052	4.630196136	
UHRF2	-0.000641786	8.889264547	8.885306571	
2610318N02RIK	-0.144531534	6.265818125	5.667563784	
G22P1	-0.06116865	8.871281687	8.502596466	
RNF6	-0.036295422	10.9495825	10.67729997	
TM9SF1	-0.047277222	4.757504599	4.603805247	
0610009B10RIK	0.00172221	4.59786843	4.603372334	
1110001C20RIK	0.020919996	8.839891598	8.9691556	
9930013L23RIK	0.013149445	4.611556024	4.653871749	
SLC5A4B	0.005561633	4.707964114	4.726187111	
ERCC2	0.026921783	4.738958845	4.828410034	
KCNAB1	0.077584327	4.86482678	5.134159167	
2810408E11RIK	0.049789243	5.784445129	5.987909522	
GZMG	0.008846064	4.655804148	4.684500996	
SUCLG1	0.140855293	9.450820953	10.42110919	
TCEB2	0.0206386	12.20704457	12.38307265	
CTRC	-0.024859652	4.781661179	4.699801464	
NFATC1	0.292819574	6.851346408	8.39536972	
E130307J04RIK	0.002478431	4.622254446	4.630219115	
BIN3	0.041606272	4.991497733	5.137837297	
CML4	0.058368818	4.489581161	4.675358804	
AI851790	-0.033203571	4.695386666	4.58832906	
CORO2B	-0.020282623	5.103528182	5.032140879	
TCTE1L	0.103995603	11.41583063	12.26986459	
TBC1D9	-0.052911066	6.441296586	6.208980429	
LOC232680	0.472916021	4.711597469	6.543161438	
4833446K15RIK	-0.024957355	4.618986027	4.539597299	
CALU	0.152558423	8.878657268	9.870088213	
ECE2	-0.055903118	4.776790096	4.594854034	
SLC25A25	-0.025759304	7.860768372	7.721483058	
4933434I06RIK	0.035308472	4.656792834	4.772416891	
HTR2C	0.032701412	4.630219959	4.736600423	
AL022779	-0.014877134	10.33033521	10.22425313	
ACAT3	0.069015922	4.818587374	5.055192523	
PRCC	0.091464234	5.526187597	5.888536567	
PAK3	-0.001216926	4.830069629	4.825988709	
9930021J17RIK	0.040432172	4.647963496	4.780351452	
COL6A2	0.068572741	4.588384691	4.812228134	
KIF5C	-0.086072615	5.571153999	5.247915074	
DXBWG1396E	-0.0352274	5.196162199	5.070578785	
GRIN1	-0.004203981	4.680295215	4.666647695	
H2-Q1	-0.035687329	5.128087452	5.002547895	
APLP2	0.044727628	12.35035924	12.73956745	
SAMD11	-0.010532166	4.681062606	4.64694095	
PCDHB12	-0.007614793	4.565630445	4.541543103	
C6	-0.023451525	4.713145484	4.636989709	
CDK5	0.080335959	7.340914596	7.761858959	
FTCD	0.016574117	4.590175085	4.643328022	
BTN2A2	-0.007305748	4.656894298	4.633321075	
5033406L14RIK	-0.059672071	5.537294168	5.312529947	
MCL1	0.025181702	12.72903226	12.9533392	
TRP63	-0.021675785	4.608428053	4.53955711	
B2M	-0.065190727	11.14648688	10.65358155	
NT5M	0.097943514	8.628961348	9.235820687	
4831417L10	0.011569979	4.533130071	4.569711093	
CREM	-0.11914444	6.22699948	5.732614425	
BRD8	-0.067947941	5.428933623	5.178709902	
IER3	-0.653064483	11.47493496	7.293592632	
RAB11FIP5	0.058225265	8.189227189	8.526905453	
SLC17A5	0.091228396	8.155114501	8.688107345	
DPF2	0.002325308	4.885083656	4.89297982	
GCC1	-0.009141452	4.952951488	4.921603805	
TIPIN	-0.283601344	8.272065494	6.794028892	
BAD	0.144889207	9.824897102	10.8639121	
4833405L16RIK	0.05185498	4.637330196	4.807408061	
NAPA	0.137467201	8.28414881	9.113333987	
2310003L22RIK	0.259038826	8.074345675	9.664384225	
MALT1	0.096298494	7.434549824	7.948425885	
INSIG2	0.064776177	8.384743105	8.770252041	
V1RH2	-0.026860098	4.74034493	4.652721224	
6720456H20RIK	0.023392372	5.987307861	6.085342992	
AMID	0.16100924	7.475211596	8.358983134	
SLC25A14	-0.091952105	7.633277413	7.161322951	
2210018M03RIK	0.14168048	10.16629981	11.21638593	
LCP1	-0.034077036	12.42133723	12.13114478	
EMR1	-0.464259058	11.8899605	8.615606015	
POSTN	0.019085609	4.6038717	4.665314761	
1300006N24RIK	0.011350806	6.671329818	6.724104384	
P2RX7	-0.265509798	6.069337399	5.047429456	
LRRTM1	-0.025743055	4.705097175	4.621708469	
2600014M03RIK	0.185087238	8.185440959	9.307279775	
D11ERTD636E	0.033352905	4.752259519	4.863638175	
2700063G02RIK	0.019601929	4.869782398	4.936536575	
SEC24C	0.087692043	9.354346822	9.941199324	
HRPT2	-0.13016005	7.394202626	6.755442635	
TPTE	0.00924073	4.652890364	4.682852898	
D4ERTD22E	-0.057874503	10.61852884	10.20059837	
HRMT1L1	-0.183440484	11.32062157	9.967750657	
KLK8	-0.055648314	4.704982633	4.526576992	
CIC	0.067976643	7.712719996	8.085306516	
STATIP1	0.012182975	9.93569309	10.02003606	
ABCA2	0.440273327	5.254701933	7.133470668	
TFPT	0.083150007	7.712125795	8.170267742	
LOC233038	-0.002152398	4.710604131	4.703566577	
RAB15	-0.015161566	4.648655	4.599952637	
EVX2	-0.024343946	4.691672193	4.613002073	
SFXN3	0.284109296	5.757365577	7.01268035	
2010110O04RIK	-0.01380128	4.681571366	4.636904293	
2010321M09RIK	-0.056400792	10.39017354	9.991433599	
1300001I01RIK	0.364664602	7.633408792	9.831517544	
GOT1	0.374971643	7.41010853	9.612501102	
1110059F07RIK	0.016958621	9.958058789	10.07592291	
SLC17A2	0.014003416	4.685706905	4.731507367	
6430601A21RIK	0.185041076	6.669942985	7.584088778	
CASP9	0.019169172	6.628842925	6.717642246	
LIPH	0.318594063	4.816098146	6.008697542	
CYP4A12	0.05753711	4.669747052	4.860154909	
OC90	0.125449877	5.139084328	5.606867516	
DRD4	0.061015621	4.979455338	5.194999255	
POU5F1	0.060284133	5.202056026	5.42446014	
TPCN1	0.036664295	7.565672634	7.760666169	
ENPP5	1.114296581	4.737824517	10.26853819	
ZFPN1A2	-0.020777658	4.679980284	4.61291937	
AI194318	0.022412405	4.519034117	4.589942451	
4930583C14RIK	0.339260366	4.544650283	5.752123773	
MBIP	-0.06141441	6.036308207	5.78432301	
TBC1D5	0.03354783	7.351273206	7.524454933	
3110023B02RIK	-0.042415109	6.677011124	6.483275439	
RAB18	0.031714575	7.542503247	7.710367238	
SCRN3	-0.019426529	4.59528523	4.533688663	
B230378H13RIK	-0.06109841	5.375168016	5.151866921	
AOF1	0.009008003	5.941000266	5.978273792	
FMN2	0.018319277	4.659540227	4.719211891	
6.72E+21	-0.000545285	4.592438205	4.590698982	
1810060J02RIK	0.23643741	7.207259193	8.492508108	
9130005N14RIK	-0.036649411	5.537832862	5.398673888	
BC027373	-0.264587162	6.942525866	5.77753914	
ZFPL1	0.189285045	6.991643259	7.97326334	
ATP6V1C1	0.254333852	10.90295162	13.00680347	
SNAP23	0.054992429	8.059971757	8.37351963	
ACRBP	0.000642098	4.782600263	4.784733773	
COPS7A	0.103433001	8.45758696	9.08695615	
2900011O08RIK	0.038004766	4.620658046	4.74426391	
SMARCC1	-0.107168148	6.686288611	6.206892192	
KLK26	-0.020222712	4.752669748	4.686375621	
TAX1BP3	0.135321015	9.188593213	10.09315692	
0610012A05RIK	-0.049708703	4.826127941	4.662334974	
RABGGTA	0.091363006	6.654798463	7.090517898	
HOXC6	0.035075034	4.547956125	4.660127933	
SPPL3	0.08099314	10.45532853	11.0596587	
MCM6	-0.271252387	10.20766094	8.456353199	
4930427A07RIK	-0.475486352	7.149115875	5.139010023	
CRYZ	0.046023536	6.124059759	6.322897627	
RFX2	-0.416534843	6.440648683	4.822967871	
PEX13	-0.032940558	5.410387921	5.288028287	
GPR26	0.008593333	4.671817264	4.699787467	
PTS	-0.042846746	8.843268985	8.584200938	
SIAH1B	-0.044003942	6.130040606	5.945589243	
4931408L03RIK	-0.0837445	5.396142578	5.091265048	
1110013L07RIK	-0.375568571	6.259212741	4.822319069	
PRKACB	-0.188381302	13.62902615	11.95947052	
V1RE8	0.031890141	4.635364352	4.73919139	
NUP37	0.356403125	5.490001221	7.031267069	
PPP2R5E	-0.004650366	8.596819547	8.569121095	
LAMP2	-0.26003236	12.91782708	10.78563007	
4930550L21RIK	-0.04332217	4.7313153	4.591056481	
5830433M19RIK	-0.076735628	5.115321592	4.84983355	
SPIN	0.014062235	5.445819913	5.499258891	
EFNA4	-0.018374671	4.868208396	4.806471805	
GABRR1	-0.031659203	4.700354288	4.598113887	
NEUD4	0.038021303	4.875102591	5.00555782	
DCAMKL1	0.14011951	4.824189618	5.317259554	
MDH1B	-0.021829116	4.644197827	4.574306227	
2610510B01RIK	-0.032902916	4.870080648	4.760042346	
3110004H13RIK	0.109289438	7.739094494	8.348923602	
EVI1	0.063561059	5.02276747	5.249453871	
AI450757	-0.04331293	4.991161743	4.843247162	
TUBB5	-0.061690227	9.800302736	9.38965255	
SEPHS2	-0.057377095	8.948560396	8.599263482	
OLFR952	0.045778937	5.30632181	5.477721906	
RAB33B	-0.066841766	8.972134996	8.565475323	
NCOA6	0.01067963	6.671254606	6.720896478	
RAG1	0.070236821	5.066468502	5.319728494	
7-Sep	-0.147462936	5.569701387	5.027559516	
ITGAE	0.1039237	4.764272366	5.120873913	
ZFP445	0.054526147	4.930058911	5.120339835	
OLFR981	0.026713671	4.568924873	4.654500395	
HIST1H1D	0.032782577	4.923884376	5.037281262	
D330028D13RIK	-0.546240946	7.096051284	4.856238919	
GM1019	0.005695842	4.753464283	4.772307883	
SLC22A3	0.016947258	4.638063611	4.692986108	
FBXO38	-0.006979957	9.168650677	9.124350356	
LIMS1	0.066137733	5.158520036	5.400976473	
COL11A1	0.055313969	4.980819158	5.175886378	
SLC16A14	0.012734324	4.601200132	4.642082255	
OLFR16	-0.007804172	4.622327053	4.597336413	
0610012K18RIK	-0.009964951	4.570381242	4.538852747	
STAU2	0.089821065	10.38580269	11.05361012	
LNPEP	-0.104980572	5.45437102	5.070867604	
JPH1	0.019927436	4.58415844	4.648056207	
OLFR786	0.152382438	5.143878278	5.718037361	
LOC381290	-0.013650722	5.603382522	5.550519412	
SRPK1	-0.039493072	9.957859796	9.688695435	
RAB40B	0.039066612	4.813414941	4.945812267	
2900070E19RIK	0.118533616	11.6730357	12.67346392	
TLX3	-0.057324368	4.770447091	4.584223951	
2310046K10RIK	-0.168835922	6.492482957	5.774349765	
SNTB2	-0.124448791	8.758963986	8.0342483	
TIMM10	0.00638663	9.853510591	9.897271904	
PTPN5	0.113461005	5.366077209	5.805949984	
1190002J23RIK	0.22992502	5.389253903	6.322104576	
ADH5	0.016942141	6.581323271	6.659184081	
CACNB2	0.008710177	4.734101251	4.76283009	
2210412D01RIK	0.040152647	9.343281159	9.6072552	
2810002N01RIK	0.030091791	9.939944527	10.1496604	
NAP1L3	0.037623251	4.526228683	4.646082505	
BACE1	0.363877726	5.803498439	7.471275886	
NTNG1	-0.002139585	4.860636657	4.853418626	
LAPTM5	0.010603688	14.70817305	14.81674892	
NKG7	-0.003762062	4.739748562	4.727378955	
AI839920	-0.058587843	6.700568531	6.433511646	
5330438E18RIK	-0.277554112	6.178283458	5.095262596	
ERH	-0.081306489	12.89611534	12.18887694	
PRKCA	0.091573937	4.869367609	5.189122386	
DERL1	-0.022423331	4.756439639	4.6829292	
PLPCD	-0.020353784	4.631364208	4.566342805	
D230007K08RIK	-0.786447708	8.574407662	4.966981006	
2310021P13RIK	-0.055914258	7.384761199	7.103646584	
QTRT1	-0.02512784	8.039691809	7.900701907	
USP10	-0.065531106	5.705993645	5.452166177	
AV006891	-0.104951931	5.529291185	5.140631933	
CAB39L	0.076582285	9.451788178	9.96761601	
CSF3	0.054769428	5.095596926	5.293148228	
OLFR133	0.147947244	4.983411649	5.522659313	
GPIHBP1	-0.001860489	5.082569975	5.076006867	
HOXA5	-0.112565242	5.157683647	4.769807486	
UST	-0.085324617	4.974693626	4.688434764	
EPB4.1L1	0.228565113	6.235416165	7.307560774	
B430203M17RIK	0.013488214	4.578266021	4.621364332	
MYNN	-0.021556155	6.26893262	6.175812806	
C78915	0.028363606	8.37494627	8.541426752	
ZFP212	-0.061820923	6.370299268	6.102672072	
6330407J23RIK	0.001916946	4.65850673	4.664714017	
TMCO4	0.167330052	6.048444175	6.793501348	
TMIE	0.02487235	4.801444977	4.885114416	
BC004701	-0.44375211	6.439786624	4.732012032	
ZFP316	-0.010276311	5.104672855	5.068370506	
ATP1A1	0.070461362	13.28022753	13.94543569	
TSLP	-0.000801179	4.611990579	4.609424539	
FGB	-0.028215454	4.735768333	4.643854873	
TXLN	0.056976544	7.570023724	7.875372494	
4921520G13RIK	-0.055731832	4.770301062	4.589157645	
5630401D24RIK	-0.045084193	5.843349247	5.663260729	
BMP1	0.024142301	4.839760166	4.921599716	
A030012M09RIK	0.09830366	6.353398034	6.802106666	
1700012A16RIK	0.009587093	4.627529801	4.658450044	
LOC382348	0.024023678	4.691390544	4.770333291	
ROPN1	0.021579833	4.593880497	4.663262962	
ADCY4	0.002207801	4.586575116	4.593614782	
ERCC3	0.029503465	10.1253212	10.33472487	
3110023G01RIK	-0.048214842	4.641200455	4.488326177	
4930550B20RIK	-0.038352074	5.719237278	5.568939918	
4921515J06RIK	0.041880334	4.597617441	4.733333388	
STAMBP	0.03495121	9.957851674	10.20228507	
D130060H24RIK	0.132740457	4.879302246	5.350505482	
IFITM6	-0.595034968	7.59273438	5.023226144	
IL17RD	0.008703591	4.652789224	4.681004247	
IRX1	0.037585885	4.609654883	4.731590139	
TAF5	-0.149736242	6.475125709	5.835791195	
KLF13	0.044200547	9.961967517	10.2722118	
TRIM29	0.079584535	5.019237298	5.304463884	
PVALB	0.052164192	4.728408937	4.902872859	
2210413P12RIK	1.002505558	5.14719505	10.32231888	
LOC280408	0.218590827	7.842802317	9.127493067	
GNB3	0.10581815	4.791837052	5.157278337	
SERPINA12	0.056406478	4.60674671	4.790827374	
CD69	-0.083077041	7.436220786	7.0195452	
SLC9A3R2	0.018440887	4.684886353	4.745282738	
PVRL2	0.201479814	6.257305325	7.196631576	
LOC238331	0.003923287	4.560513816	4.572959858	
HRB2	-0.007266215	7.101100366	7.06537495	
LOC268935	0.20001271	5.155329092	5.923457302	
PEMT	0.242057688	5.893847156	6.972351861	
VLDLR	0.400633699	4.764580151	6.292864184	
MEIS1	-0.126970866	6.790084727	6.217192407	
LOC239526	0.011164289	4.568618146	4.604187211	
ABCA5	-0.023259428	5.222611104	5.13892627	
OLFR724	0.218129619	6.502986683	7.566065984	
F830045P16RIK	-0.031511559	4.687850096	4.586351466	
6230410P16RIK	0.091237313	4.92962727	5.252103035	
NEK9	0.042500259	9.403346471	9.684778625	
4.93E+23	-0.012614752	4.625850298	4.585491682	
PIGA	-0.198298655	7.179963334	6.25661238	
2410018C17RIK	-0.026714076	11.01608463	10.81379563	
1700029F12RIK	0.033483598	4.624616551	4.733439609	
ZFP473	-0.056528413	4.829429835	4.643475692	
OLFR639	0.003706002	4.684205693	4.696279694	
OLFR1383	-0.06506932	5.503327347	5.260186229	
ATP6V1F	0.146088039	12.89538143	14.27064183	
ALG8	-0.142059778	8.757535109	7.935354138	
OLFR739	0.006217017	4.563886791	4.583639606	
GYPC	-0.699388702	7.865912067	4.840247278	
BICD1	0.0073203	4.61081538	4.634321192	
HIST2H2AC	-0.137220713	14.59515605	13.2700176	
1110019L22RIK	-0.276216138	8.125064276	6.707561418	
OLFR802	-0.128065739	5.132331319	4.695528692	
RAC3	-0.386294045	6.621070469	5.063381823	
RNF19	0.022517266	10.53394471	10.69980325	
PPP2R2D	-0.063485075	10.16553802	9.727477546	
SLC23A3	0.034801492	4.692168511	4.806975992	
3-Sep	0.062609026	4.803299014	5.016781831	
E130309F12RIK	0.033954424	4.560447437	4.669290616	
NLGN3	0.058078071	4.583431511	4.772120187	
EPN2	0.620697969	5.628420151	8.659741358	
CCT2	0.107447508	6.844195385	7.37416518	
CHDH	0.021492855	4.76396277	4.835616302	
IL18R1	0.030594986	4.614996904	4.714125809	
OLFR656	-0.035612017	4.773280326	4.65665342	
ABCA15	0.032298196	5.02565569	5.139662343	
ILVBL	0.094391432	8.715229166	9.305185222	
MAPK3	-0.187591365	8.087523779	7.100196515	
DHX15	-0.08721763	11.26816722	10.60654993	
4732496O19RIK	0.045074598	4.805455363	4.958281187	
MAPK9	-0.167252205	8.481501188	7.551997756	
RPP14	0.186775547	9.391305788	10.69072544	
2310028N02RIK	-0.071867954	4.805674016	4.571658031	
CCL28	-0.003497301	4.716508756	4.705064893	
OLFR368	-0.016802651	4.749940058	4.694823999	
G6PC3	0.093850549	6.491036587	6.928002317	
TXNL4	0.020180194	11.06527947	11.22128732	
2610528A15RIK	-0.167386715	11.29433168	10.05598942	
5730437N04RIK	0.000562106	12.02451263	12.02920246	
LOC212561	0.010839978	4.574884106	4.609463297	
C330003B14RIK	-0.0278168	4.773761976	4.682409132	
DNMBP	-0.057797001	4.968729093	4.773214587	
4930402H24RIK	-0.472434207	7.480313239	5.388624394	
FOXJ3	-0.041450681	6.617900216	6.430180847	
XLR	0.019579391	4.526747759	4.588737468	
CLDN17	0.106710685	5.138138792	5.533363577	
OPA1	0.217036629	5.489402083	6.382194914	
GLDC	0.393551727	4.707152122	6.186561388	
LZTS2	0.467822062	6.920035314	9.574377722	
MYOCD	0.031807776	4.811077004	4.918549956	
HNRPH1	-0.10630329	9.306934999	8.645109897	
SLC2A5	-0.021967395	4.571624278	4.502389984	
ADAM24	0.090457743	5.127993945	5.460462965	
LOC382109	0.020514108	4.582443293	4.648211083	
EMB	0.113211508	12.02959446	13.0124266	
2610111M03RIK	0.008851706	7.562222963	7.608825424	
AW210570	0.087032333	6.708614829	7.126398397	
A930006D11	0.294748315	4.972948939	6.10243876	
SEPTIN 8	-0.262184611	8.546739846	7.124817945	
COPS8	-0.008413162	10.38794407	10.32748429	
LZTFL1	-0.038720735	4.745757257	4.61981435	
BC029169	-0.295432521	5.931901418	4.831627707	
1500019C06RIK	-0.112266642	5.631171049	5.208835904	
FAHD1	0.523645201	7.994880946	11.49768035	
TBC1D13	0.024986206	10.15836973	10.33601078	
D130016K21RIK	0.066770659	5.124155457	5.367358433	
IGF2BP3	0.020693271	7.05123405	7.153246596	
RBP7	0.044298411	4.581690452	4.724866657	
9.33E+22	0.11598939	6.176248838	6.694149199	
D130043K22RIK	-0.028457009	4.68793008	4.596171835	
RAD52B	-0.085927908	9.201057607	8.668459089	
LOH12CR1	0.264760455	6.547485684	7.868402954	
NEBL	-0.021963866	4.68445609	4.613528071	
1810059A23RIK	0.013186949	7.713269627	7.784187767	
CLTA	-0.011323775	10.25229571	10.1720618	
AA408296	-0.098125849	7.029245095	6.566385498	
KIF2C	-0.272573222	10.06364882	8.329386285	
ALDH1A7	0.022311459	4.528084772	4.598812316	
POLR3H	-0.111369862	6.367461456	5.893671356	
OLFR934	0.018020602	4.654635758	4.713266809	
USMG5	0.293834982	6.424058114	7.877477304	
HYDIN	0.004815678	4.742680053	4.75857088	
OLFR646	0.01696328	4.829967663	4.887212125	
9030409G11RIK	0.431229559	4.600591596	6.206839948	
ROBO4	0.00750508	4.720598455	4.74527174	
2610207I16RIK	-0.004212198	4.563436822	4.550103356	
MILL1	-0.014389995	5.318751815	5.265864992	
D3ERTD300E	0.005611691	5.65562523	5.677705887	
EREG	0.011257757	4.61889289	4.655154747	
A830007P12RIK	-0.003033695	10.38638996	10.36455143	
SLFN2	-0.007584746	9.01633336	8.96900333	
AA536749	0.031891684	6.571007309	6.718104473	
SERPINA9	0.01997323	4.661105341	4.726223658	
SSH3	-0.007958085	6.833935606	6.796287538	
OLFR700	0.001324694	4.6568137	4.661100771	
RFX3	0.00749213	4.641333869	4.665551768	
D10ERTD641E	0.052675222	10.4730554	10.8628827	
RRAD	0.202980468	6.727864977	7.745780568	
EIF2C4	0.191388467	4.701754302	5.370173799	
OLFR394	-0.037330039	4.76060903	4.638751854	
ING1	-0.099124893	7.003341948	6.537649876	
5033413H12RIK	-0.029904893	8.304181894	8.133615343	
ZFA	0.000385879	4.543740878	4.544959035	
GDD1	-0.004352527	4.699881424	4.685693397	
VAMP8	0.0992281	10.80907404	11.57939399	
OLFR473	-0.020836828	4.813457718	4.744293246	
SYT15	-0.010823218	4.632179979	4.597484266	
4930431B11RIK	-0.108540669	6.317672164	5.85907924	
MT2	0.297861373	5.689729658	6.996795864	
JAK3	-0.149699845	5.682054751	5.121034385	
XAB1	-0.046291689	9.522550413	9.221535067	
GFER	-0.077139144	9.915297157	9.398541872	
AF233884	0.012430296	7.676304954	7.742816468	
ST3GAL3	0.275739458	6.575324197	7.96228853	
AKR1B8	0.108886626	11.25259502	12.13553385	
PTPRF	-0.00216049	4.677573381	4.670558816	
RNASE9	0.035247177	4.515704413	4.627635833	
THRAP2	0.062084419	4.857005938	5.071022857	
P2RY14	0.551960929	5.996752121	8.796361445	
NOL6	-0.046361285	6.5188468	6.312376295	
MEN1	-0.040918912	7.007762473	6.811515103	
POU3F2	-0.018170087	5.2024179	5.137181543	
AKAP1	0.070646416	5.603657264	5.885390592	
ACCN1	-0.024314693	4.722599647	4.643506393	
ELMO3	0.296930077	5.396441187	6.631961331	
OLFML1	-0.017120813	4.64001196	4.58515528	
D330022A01RIK	0.03944856	4.504896186	4.630053292	
A730011L01RIK	0.015147538	4.953718777	5.006109769	
RBBP7	0.009510871	9.529589021	9.59268588	
PPP4R2	-0.135406824	5.414170122	4.928235379	
DNAJC1	-0.003967449	4.594872428	4.582226306	
RGS17	0.000207941	4.682427068	4.683103454	
ART4	0.015984272	4.678309037	4.730541757	
4930404H21RIK	0.013715454	4.661171069	4.705790851	
BLR1	0.001331112	4.711126373	4.71548436	
WNT8A	-0.007550066	4.696164994	4.671600521	
CALM4	0.028922466	4.612461624	4.706065671	
OLFR974	0.005083945	4.676636013	4.693180488	
OLFR338	0.024826002	4.516156678	4.594717111	
OLFR683	-0.007735302	4.595544684	4.570917205	
6430604K15RIK	-0.152321174	7.968202545	7.168799356	
MYH2	-0.006936956	4.710100051	4.687458722	
GABARAPL2	0.208426669	5.609089041	6.482449693	
RDH6	0.070033379	5.081383999	5.33463438	
4833418A01RIK	-0.053012433	7.758254159	7.477987207	
ZFP261	0.100725321	5.588584683	5.993431984	
4930430E16RIK	0.033268206	4.72381447	4.834243451	
2010005J08RIK	0.142171062	6.241811161	6.88927738	
C130074G19RIK	-0.038641278	4.718977814	4.593997644	
MYLK	-0.074921643	4.854799476	4.608609898	
SSBP3	-0.005637852	7.30227091	7.273751331	
PRM3	0.088092609	4.676402022	4.971476197	
OLFR980	-0.02533898	4.719391775	4.637051641	
FUT11	-0.104226672	5.110782084	4.753881391	
2700038I16RIK	0.049486959	8.9693402	9.282690761	
LRRN6D	-0.004978148	4.833362017	4.816678364	
FGF18	0.056118608	4.574681413	4.756532368	
A730037C10RIK	-0.020987622	4.823587436	4.753779765	
CCDC83	-0.009943793	4.679204603	4.646995332	
5430431G03RIK	-0.010029647	4.676254013	4.643788056	
2310066I18RIK	0.304201464	5.610475694	6.92979816	
PMM2	-0.09651773	8.376064544	7.833383834	
HIST1H2AF	-0.288586564	13.59582449	11.12913974	
ARL1	0.011228824	11.80012923	11.89240881	
CAPN2	-0.134347839	11.16597036	10.17222083	
1300014I06RIK	0.406625297	6.464711131	8.572756836	
1700129C05RIK	0.01100528	4.584723491	4.61990735	
EWSH	0.021511503	4.617223621	4.686735419	
KCNIP1	-0.039568941	4.708187874	4.580540168	
8030451K01RIK	0.172843839	6.497551504	7.325822155	
IL12RB2	-0.018754375	4.882202158	4.819017345	
SLC24A4	0.042345062	4.683286627	4.823082539	
1810008O21RIK	0.031905956	10.85641922	11.09941283	
COG6	0.136483732	9.799247385	10.77254761	
PFDN2	0.018747713	11.16507639	11.31124332	
