!Series_platform_id				
GENE	rna	wildsubtype~osteoclast~MsubCSF~RANKL~24H~rep1	wildsubtype~osteoclast~MsubCSF~RANKL~ILsub3~24H~rep1	@OC_down
SFXN4	0.029203692	0.243256	0.268679	
ENOX1	0	0	0.0078605	
GSTZ1	-0.217158368	3.663076	3.011449333	
SLC22A2	0	0	0	
VMN1R184	0	0	0	
MIR1907	0	0	0	
RUSC1	0.120361775	2.454859	2.755457333	
TFR2	0.002630435	0.00414175	0.00597425	
ZKSCAN8	-0.38950502	0.828856333	0.396133333	
OLFR631	0	0	0.0009645	
CYFIP1	-0.252723144	30.64589833	25.56074067	
TGFB1I1	0.024530521	0.00378225	0.02099575	
PAX6	0.000502485	0.0018472	0.0021962	
ZDHHC19	0	0	0	
ADAM30	0	0	0	
LIPA	0.640434312	79.9083505	125.1198035	
PPP1R12B	-1.202548106	3.133193	0.795902	
MIR344B	0	0	0	
PKN1	-0.344890532	25.302991	19.710126	
GM6927	0	0	0	
GANAB	-0.399280991	43.7817975	32.9551745	
VSX2	0	0	0	
PRSS28	0	0	0	
FAM101A	-0.052987572	0.037411	0	
AI314278	0	0	0.002988	
RBKS	-0.647287678	7.919844	4.695138	
KLHDC3	-0.114157565	18.877688	17.3654265	
TCF7L2	0.421302089	0.199890875	0.606816625	
AU015228	-0.013928135	0.009701	0	
RNF151	0	0	0	
MFI2	0	0	0	
LMAN1	-0.138339782	21.6231345	19.554568	
TMEM14C	0.213745352	120.711627	140.148358	
KLB	-0.013023673	0.033305	0.024019	
IDI2	0	0	0	
PHPT1	-0.345427075	21.58544	16.776434	
FHL2	-0.017412938	0.044662	0.032129	
PBX1	-0.301437947	0.423961	0.1554635	
OLFR146	0	0	0	
TSN	-0.179463521	38.164699	33.583655	
VMN2R2	0	0	0	
B4GALT5	1.154874115	21.056534	48.112158	
OLFR828	0	0	0	
FAT2	-0.212159026	0.179491	0.018189	
EAR7	0	0	0.000324	
BLVRB	1.015824889	58.0461445	118.394771	
KLF6	1.017167135	39.608483	81.189168	
FOXA2	0	0	0	
TRIM43C	-0.116956884	0.147448	0.058097	
PLEKHB1	0	0	0	
IGF2BP1	-0.032963731	0.029586	0.006328	
WHRN	-0.108095374	0.099279	0.0199244	
PTP4A2	-0.120847906	47.804714	43.8831085	
SNX5	0.301871076	61.198944	75.6752605	
SYT7	-0.031496259	0.042897667	0.020376333	
RHBDL2	-0.003792625	0.020418	0.017739	
AIRE	0	0	0	
KCNK18	0	0	0.009161	
ZAN	0.021035681	0.023105	0.038132	
GNB1L	-0.106937981	0.399985667	0.299966167	
ECHDC2	-0.037327395	0.026211	0	
PCDHGA8	-0.128959979	0.106473	0.011859	
SOCS7	-0.355536657	4.571402	3.35449	
ANKRD2	-0.043105086	0.030329	0	
PPP1R10	-0.025583782	17.924941	17.592297	
MED29	-0.332551229	17.137182	13.403297	
TOX2	0	0	0.017647	
ACE	-0.004423248	0.003070667	0	
IGSF9	0.180573693	0.1729	0.329288	
BSDC1	-0.073485585	14.970397	14.177294	
NEK1	-0.143618796	0.54187075	0.39577175	
ADM	0.110280517	0.092083	0.178836	
GALR3	0	0	0	
AJUBA	-0.577414797	1.672543	0.791041	
PCDHB5	-0.034597472	0.024271	0	
OGFOD2	-0.280035135	7.37013	5.893396	
ZFP444	-0.425129176	1.856135	1.1271695	
GM53	0	0	0	
WNT11	0	0	0.00502975	
SETD5	-0.221884896	14.634445	12.405668	
VMN2R44	0	0	0	
1700016G22RIK	0	0	0.067514	
IL1A	2.791790233	0.198385	7.298679	
GM14635	0	0	0	
IL22RA2	-0.01708811	0.011915	0	
RRP8	-0.581880857	9.949975	6.315593	
ICMT	-0.30032507	6.772566	5.311863	
KRTAP19-9B	0	0	0	
CLOCK	-0.111188443	2.8061115	2.5237935	
FBXL6	-0.341157319	19.429242	15.127003	
OLFR1371	0	0	0	
SPATA31D1B	0	0	0	
1700036G14RIK	0	0	0	
ECE2	-0.07031312	9.044786	8.5669682	
2900079G21RIK	0	0	0.00800925	
ACOT11	0.760103842	2.713125	5.288595	
SLC8A1	0.22483899	0.22888475	0.43613225	
RNF24	-1.170435183	5.82541	2.032443	
TNFAIP8	0.315113803	8.333662333	10.61210067	
NIPSNAP3B	0.188117749	31.704086	36.258992	
LGMN	1.68221484	103.925471	335.727087	
A930004D18RIK	-0.025639943	0.0222955	0.0042875	
PARP3	0.782250228	7.404709	13.454513	
CCDC28A	-0.346695662	3.951473	2.893755	
MYO18A	-0.130974288	2.6016534	2.2890822	
THRAP3	-0.57027041	66.141957	44.219473	
MEN1	-0.036346773	2.87241	2.7760685	
PPP2R1B	-0.362513837	7.788425667	5.835708667	
GM26688	0	0	0	
MIR6395	0	0	0	
2700049A03RIK	-0.297778722	1.5097745	1.0417115	
RGP1	-0.344604131	6.866537	5.195087	
GINS4	-0.248232033	28.500925	23.837641	
RENBP	0.849493617	18.069534	33.36079	
C230024C17RIK	0	0	0	
ATP6V1F	0.001355684	160.836037	160.988184	
MYOT	0	0	0	
FSHR	0	0	0	
DNAH7B	-0.005330252	0.014417	0.010676	
SLXL1	0	0	0	
L3HYPDH	-0.44431813	0.666566	0.224812	
CBX5	-0.747160453	9.174477667	5.061699667	
ITFG3	0.143869938	12.474984	13.8880365	
SMPD4	-0.328909767	4.09953275	3.05993125	
GM16938	-0.024024324	0.05457275	0.037157	
LOC100502896	0	0	0	
NUCB2	1.34467623	12.91148	34.33143	
4930433I11RIK	0	0	0	
SLC38A4	0	0	0	
TNNT3	0.011503343	0.004293	0.01233275	
TBCK	-0.096905711	2.2498075	2.038688	
E030030I06RIK	-0.06076412	0.5161545	0.4536225	
PNN	-0.492557358	43.185913	30.405759	
MMP21	0	0	0	
XIAP	-0.485857993	5.397232	3.568086	
SGCZ	0	0	0	
1190007I07RIK	-0.534543874	2.282214333	1.265965	
4930555G01RIK	0	0	0	
OLFR955	0	0	0	
WNT2	0	0	0.013571	
SSX9	0	0	0	
ACSM4	0	0	0	
KCNJ11	-0.015708078	0.0109475	0	
CELSR3	0.29808568	0.182405	0.453781	
MIR496B	0	0	0	
LGALS1	1.015893064	793.915528	1606.441829	
CKAP4	-0.530312061	45.345752	31.090028	
TRUB2	-0.214328503	2.349066	1.88671825	
ANP32E	-0.652496427	27.52416633	17.146462	
AP4S1	0.225272094	9.236151	10.966037	
WDR55	-0.595995268	41.592279	27.178536	
GPR156	0	0	0	
TEAD4	0	0	0	
MRPL52	-0.680009279	238.207475	148.304039	
PPAP2A	0.286636794	1.778464	2.389152	
BCL11A	-0.004969438	0.032389	0.028839	
MMEL1	-0.014158159	0.009862	0	
CDH5	0.242940321	0.37728	0.629876	
EAF1	-0.360204501	38.757826	29.973499	
MBTPS2	-0.730741332	13.230801	7.575398	
ST6GAL1	-0.49043851	2.274557667	1.330858667	
ADAM2	0	0	0	
HPGD	-0.113334904	0.767447	0.633914	
CALU	-0.015925272	24.16629833	23.89002633	
NUP37	-0.853563496	22.472205	11.989896	
LRRN4	0	0	0	
TCL1	0	0	0	
SIRT2	0.899598266	6.879699	13.69994433	
LZTS2	-0.230515234	0.921538	0.637785333	
ZFP74	-0.316565967	2.682332	1.956835	
TMEM151B	-0.026822763	0.022293	0.003462	
OAS2	-0.324125482	19.427039	15.31676	
FBN1	0.006181504	0.024946	0.029347	
DENND2A	-0.411763345	2.340892	1.511362	
NFKB2	-0.994665149	31.815857	15.46871467	
BICD2	0.17335074	6.672477667	7.652057667	
MIR574	0	0	0	
HES6	0.073392778	8.555953	9.054661	
ADAM28	-0.005330057	0.00835275	0.00463425	
FN3K	-0.005308716	0.0036865	0	
DNAH17	-8.87E-05	0.285384	0.285305	
ZSCAN22	-0.1632999	0.757050333	0.569011167	
APOL10B	0	0	0.029114	
RAB25	-0.127462434	0.158825	0.060835	
GAPDH	0.045001184	1209.386355	1247.736268	
4930513N10RIK	-0.200731028	0.653455	0.438687	
POU5F1	0	0	0	
WNK1	0.065811055	7.9837564	8.403057	
ETV1	0.698724523	0.438727	1.3351535	
LRRIQ3	-0.032518234	0.066144	0.042382	
TRPM8	0	0	0	
SERPINA11	0	0	0	
HEMK1	0.377299242	2.699242	3.804975	
NRIP2	-0.036396939	0.079844	0.052942	
BTN1A1	-0.000598594	0.000415	0	
BTRC	-0.005421008	0.4842665	0.47869975	
OLFR186	0	0	0	
FAM78B	0.931453656	0.108218667	1.113591	
MIR5710	0	0	0	
PINC	0	0	0	
ZFP346	0.010308248	6.381546	6.434477	
OLFR806	0	0	0	
CDC14A	0.205646237	0.6380935	0.889054	
SMPDL3B	-0.165623889	13.547087	11.969352	
AMELX	0	0	0	
MIR7226	0	0	0	
GKN1	0	0	0	
TDRD1	0.003949386	8.90E-05	0.0028305	
RPS25	-0.137438023	808.773247	735.190921	
DOCK7	-0.499917587	11.164134	7.601833	
RAD1	-0.528602431	3.748032	2.291459	
B230217O12RIK	-0.187139192	0.324154	0.163065	
ALOX15	-0.152035022	0.476076	0.328439	
NDUFS8	-0.073488286	32.33994533	30.684197	
GCNT7	-0.001478894	0.026776	0.025724	
NPM1	-0.850668676	419.884322	232.3919973	
PEX13	-0.043242651	4.946912	4.771307	
CLCA5	0	0	0	
TMPO	-0.323215999	14.14736717	11.10708083	
ZZZ3	-0.550854253	4.570621	2.802594	
CHMP7	0.290997273	18.060895	22.320733	
SLFN3	-0.275322938	8.472589	6.826872	
TMTC1	-0.004918626	0.006603	0.003177	
DCLK1	-0.001778481	0.001979857	0.000745429	
PNLDC1	0.106697576	0.091054	0.174804	
ASGR1	0	0	0	
GALNTL5	0	0	0	
SNORD42B	0	0	0	
1700104L18RIK	0	0	0	
PURG	0.050812743	0.3850585	0.4347105	
HIST1H2BK	0.16520488	1.139397	1.39896	
GM11961	0	0	0	
MIR7223	0	0	0	
CSN2	0	0	0	
SKOR1	0	0	0	
POM121L12	0	0	0	
KLK1B24	0	0	0.04059	
DEFB19	0	0	0	
SLC16A6	-0.012537242	8.864948	8.7795915	
PRR13	0.292398539	46.1307205	56.719799	
NT5C3B	-0.249816692	9.6688575	7.972544	
SIK3	-0.745962091	13.019747	7.359556	
6330549D23RIK	-0.178786163	0.405786	0.241936	
GM13293	0	0	0	
ANKRA2	-0.074271606	0.7271425	0.640477167	
5730507C01RIK	-0.048697576	0.2966065	0.2535705	
ABI2	-0.063432863	1.244389	1.147845	
CDK5	0.014679944	11.331497	11.457615	
BAG6	-0.338545364	19.391537	15.12640833	
6430548M08RIK	0.410464168	2.25168725	3.321861	
EYA4	0.304969446	0.670406	1.063607	
GM1720	0	0	0	
GIGYF2	-0.483686554	7.490187	5.071739	
SLC5A12	0	0	0	
ORC6	-0.308840228	9.003904333	7.076056667	
EIF3A	-0.63987249	171.381969	109.629519	
LRRC49	-0.161093093	0.766354667	0.579734333	
MIR3569	0	0	0	
TRIM62	-0.191003004	1.889765	1.531424	
NFE2L1	0.022244403	7.807529333	7.944381833	
CCDC130	0.004411736	2.2847235	2.2947835	
CTAG2	0	0	0	
YBX1	-0.146371284	457.534659	413.295314	
PECR	-0.575900852	4.206145	2.492632	
ITGA9	0.219301764	0.0615215	0.2357915	
TERF2	-0.152127452	2.36028075	2.023992	
TLCD1	-0.704413263	0.846451	0.13315225	
SOX5	0	0	0.001253333	
ST7L	-0.059821119	0.580997	0.51678175	
NMRK2	-0.011459514	0.015968	0.00793	
HECA	-0.203119235	5.583382	4.718789	
CTNNA3	0	0	0	
CD99L2	0.219619835	3.8690995	4.6697095	
HIST1H2BP	0.051131219	0.5141505	0.5687765	
WDR45	0.02193033	1.696469	1.737771	
OLFR605	0	0	0	
SERPINA3H	0	0	0.021064	
PIGQ	-0.676723868	18.997979	11.510421	
RBAK	-0.11487207	1.142801	0.9788	
ALPPL2	0	0	0	
AGER	0.035804576	0.053561714	0.080036	
SLC38A10	0.011943188	8.1138535	8.189614667	
ZFP354A	0	0	0.013539	
GM9705	0.058712777	0.272822	0.32569	
UBE3C	-0.418863313	16.452952	12.055048	
GPR149	0.002374047	0.014622	0.016293	
IL17RE	0	0	0	
TTLL7	-0.000382583	0.004459667	0.004193333	
SKINT6	0	0	0	
2510049J12RIK	-0.017466698	0.034652	0.022201	
LINCENC1	0	0	0.002754333	
MYO1E	-0.471078618	66.783735	47.900883	
ITLN1	-0.04131168	0.029049	0	
OSBPL9	-0.188319447	10.59933867	9.179898	
MCC	-0.00046515	0.05005	0.0497115	
FREM1	0	0	0	
CLEC2E	0	0	0	
TTC7B	0.472835717	11.437908	16.26176	
OLFR1206	0	0	0	
SLC6A18	0	0	0	
TBX20	0.007927304	0.001528333	0.007046667	
PRMT7	-0.221337057	32.517335	27.750168	
HBA-X	0	0	0	
NUP98	-0.34313837	4.3778502	3.2394914	
DEFB36	0	0	0	
ATXN7L3B	-0.232503261	21.505158	18.155417	
TNFSF14	2.807748867	1.493079	16.456319	
PDLIM5	-0.875539442	4.287396	1.881895333	
TM4SF5	-0.346924406	0.529759	0.202786	
SLCO1C1	0	0	0	
GM694	0	0	0	
INO80D	-0.310884881	1.9714885	1.395457	
PDLIM7	0.497232233	2.967687	4.60040225	
CCND3	0.765099997	10.605605	18.723584	
UBE2W	0.426769336	1.44589175	2.28781675	
GOSR1	-0.120815656	11.692007	10.672427	
HIGD1B	0	0	0	
SLC17A9	-0.048594185	5.349683	5.139369	
SUCO	0.211174454	3.793333	4.548907	
E130309D02RIK	-0.27646205	25.329591	20.738058	
CEP97	-0.058095702	0.120016	0.07581025	
DGAT2L6	0	0	0	
FAM211A	0.177496044	6.069658	6.995213	
PGAP2	-0.37350845	9.39194375	7.021573	
PPA2	-0.346660569	9.8731925	7.5507035	
APOA1	0	0	0	
DCLK2	0.016265724	0.016345333	0.027869	
4930405D11RIK	0	0	0	
E130018N17RIK	0	0	0	
FIBIN	0	0	0	
KIRREL3	-0.0023022	0.0030786	0.0014792	
PLBD1	1.967382408	4.333955	19.858855	
PCSK7	0.087569873	4.076163	4.393823333	
FAR2	-0.066131347	0.6074	0.535382	
PEX5L	0	0	0	
NACA	-0.394139714	170.4028893	129.427828	
IFNAR2	0.298030876	28.467046	35.228707	
SULT1C1	0	0	0	
OLFR1102	0	0	0	
A3GALT2	0.022616958	0.008455	0.024389	
VMN2R56	0	0	0	
CLU	0.27755993	0.185356	0.436821	
RSBN1	-0.86757755	4.204702	1.852522	
BDNF	-0.000997344	0.000691545	0	
MOCS1	0.559835234	3.2372345	5.246111	
KIF4	-0.279081254	12.219165	9.894121	
RESP18	0	0	0	
STEAP2	0.002383283	0.001614333	0.003270333	
MIR687	0	0	0	
2310001K24RIK	0	0	0	
KLHL1	0	0	0	
TRMT2B	-0.737472822	4.451536333	2.269772	
GM12060	0.163234095	0.094507	0.225623	
NRBP1	0.367932574	30.751442	39.975305	
CDK15	0.207798557	0.04254	0.204055	
DLX6	0	0	0.030029	
NUP35	-0.907052481	10.323083	5.0383	
OLFR1352	0	0	0	
RDH1	0	0	0.007025	
PLAC8	0.763169047	8.648773	15.376039	
1700013D24RIK	0	0	0	
FERT2	0.061437111	1.607786667	1.721237667	
FBXO39	0	0	0.051672	
1700001C19RIK	-0.027846427	0.038156	0.01831	
REPIN1	-0.529425442	1.216668833	0.535776	
CHD1L	-0.480508844	7.702777	5.237496	
ZMAT5	-0.043713172	16.739921	16.210469	
PLXDC2	3.317751189	0.067788	9.64701	
FOXD2	-0.023692982	0.245656	0.225366	
ZBED3	-0.115619206	2.596185333	2.319229	
SPATA33	-0.122401049	0.088545	0	
AHI1	0.046654035	0.658519	0.713029	
GM7616	0	0	0	
MTERFD1	-0.188123301	13.304809	11.556	
4930415F15RIK	-0.126229657	0.299327	0.190473	
GAL	0.186703642	0.110906	0.264389	
GAS2L3	0.02242585	4.095688667	4.175517	
ABO	0	0	0	
SPOCK2	0.001563031	0.045205	0.046338	
RBCK1	-0.274714284	18.8631905	15.4191915	
NSMF	-0.049728667	1.0424068	0.973206	
TFCP2	-0.304181883	1.2570835	0.828015	
CCDC163	-0.082468498	5.239414	4.892754	
POLE4	-0.378422872	33.884689	25.836027	
TRP53BP1	-0.479224641	2.636531	1.608713	
CYS1	0	0	0	
RORB	-0.00150779	0.001045667	0	
KLRA3	0.034266367	0.02692	0.051603	
GM1987	0	0	0	
DAF2	-0.034503099	0.024204	0	
ANO7	0.012715427	0.028227	0.0373295	
TXK	-0.279026099	0.26476075	0.042349	
HINFP	-0.744948718	7.988864	4.363557	
DDOST	0.063977664	110.114025	115.15237	
NELFE	-0.260001058	9.379478	7.667770333	
RBM14-RBM4	0.170904814	5.50E-06	0.1257705	
CBX4	-0.084758671	2.435467	2.239447	
BRCA1	-0.798117611	11.966427	6.45698	
PDXK-PS	-0.001602696	0.013251	0.012126	
GULP1	-0.01395814	0.009722	0	
FAM84A	0	0	0	
PKNOX1	-0.124298585	3.594669	3.215379	
EIF4ENIF1	-0.511365922	6.645875	4.364024	
TICRR	-0.611115414	4.975842	2.912326	
1700039E22RIK	0	0	0	
PDE4DIP	-1.383826306	4.5202928	1.1153824	
OLFR191	0	0	0	
ACADL	0.451157021	27.80337	38.378131	
CHFR	-0.076473086	3.2189622	3.001151	
TAAR1	0	0	0	
SSH3	0.531369443	9.136621	13.650463	
MKKS	-0.090962703	1.9687755	1.7873715	
GRCC10	-0.105419557	42.386998	39.329715	
HTATIP2	0.246536399	6.1976386	7.5389582	
ATP2A2	0.23956656	3.405958	4.201841	
NFAT5	-0.898724861	4.544391333	1.973793	
OLFR1240	0	0	0	
MRPL55	-0.21524621	3.989262	3.297746	
CDH4	-0.012584405	0.008761	0	
GIMAP4	0	0	0.0042522	
PRR14	-0.011535893	17.852142	17.702	
MIR1903	0	0	0	
OLFR272	0	0	0	
RBM4	-0.237099361	1.6465192	1.2454378	
TMEM81	-0.025294548	3.005975	2.936351	
CDK19	-0.052138175	1.27914025	1.198244	
OLFR706	0	0	0	
ZFP672	-0.023222939	0.9232935	0.89258225	
SLC35F6	0.786689547	30.850978	53.946486	
PTX3	1.417396432	0.047176	1.797039	
PCDHA8	0	0	0	
SLC16A12	-0.010883674	0.014689	0.007063	
SLC51B	0	0	0	
TSC22D3	0.313268637	1.826094333	2.511477667	
CECR2	-0.004592985	0.00895	0.005743	
RNF130	1.311915956	14.79307967	38.20964233	
SH3D19	0.351125584	0.623677	1.07109	
1700028B04RIK	0	0	0	
ELAVL4	0	0	0	
DDX52	-0.31189789	15.765754	12.506178	
NF2	-0.542055001	5.6700632	3.5809456	
HAAO	0.406554945	2.447432	3.569629	
MIR6352	0	0	0	
TIMM22	-0.01655653	2.5192765	2.47911975	
SFTPA1	0	0	0	
PACSIN1	0.022881324	0.00855	0.02467325	
MIR598	0	0	0	
B4GALNT1	-0.791974603	21.5452924	12.0211026	
ITPRIPL1	0.446924654	5.2249365	7.4854065	
CLCA6	0	0	0	
OLFR448	0	0	0	
TOM1	0.542317173	13.5708075	20.219608	
RBM38	-0.396572002	23.382045	17.522093	
EFNA1	0.013072457	0.021169	0.030464	
TUBGCP2	-0.226457015	4.64295625	3.82321175	
PDE9A	0	0	0	
4933407K13RIK	-0.236054299	0.782335	0.513317	
BAMBI-PS1	0.710153794	1.073677	2.392491	
UNC13C	0	0	0	
SERPINB3B	0	0	0	
NBR1	-0.457087474	5.364619	3.636341	
BCAP29	-0.428648235	30.311794	22.263335	
6030419C18RIK	-0.019989357	0.013952	0	
PCDH15	2.70E-05	7.40E-05	9.27E-05	
CAST	-0.130593188	5.31472925	4.768226	
CD209B	0	0	0	
IL13RA2	0	0	0	
TCL1B3	0	0	0	
WDR44	0.072490465	3.044647	3.253069	
ESP16	0	0	0	
ERGIC2	-0.079814156	6.123181	5.739808	
SPRR2D	0	0	0	
GPR55	-0.200117302	0.643782	0.430879	
SLC7A9	0	0	0	
ARFGEF1	-0.224423959	15.645657	13.247629	
OLFR69	0	0	0	
LRRC56	-0.057878052	0.184088	0.137525	
ACTG2	-0.002766154	0.048804	0.046795	
GSX2	0	0	0	
DSCAML1	0	0	0	
MIR5127	0	0	0	
1700011B04RIK	0	0	0	
ATP5J	-0.010220428	31.7112028	31.480287	
GPR35	0.133797198	0.261486333	0.384074667	
FBXW21	0	0	0	
DKK1	-0.00977277	0.052721	0.045614	
MIR138-2	0	0	0	
KRTAP16-1	0	0	0	
RETSAT	-0.694191158	24.86331	14.984967	
ABL1	0.01641361	2.2522602	2.2894726	
YPEL3	0.563097178	1.8128075	3.1557475	
SPAG9	-0.223280933	2.859418	2.306035857	
RAB2A	0.08854873	51.675193	55.009534	
SYNDIG1	0	0	0	
PRRC2B	-0.637551888	9.99573	6.068086	
MIR181A-1	0	0	0	
VMN1R114	0	0	0	
LOC100048884	0	0	0	
4930431P03RIK	0	0	0.049909	
SYNPO	0.713563714	0.0202425	0.6730445	
TRIL	-0.007511281	0.00522	0	
FXYD3	0	0	0	
AKAP2	-0.066287475	0.078456333	0.030025667	
SPECC1L	-0.361413219	5.10583	3.7527885	
OLFR739	0	0	0	
C2CD4C	-0.007135222	0.006983	0.002015	
PNKP	0.443297334	3.0820935	4.550457	
ARF1	-0.310721298	175.353338	141.1828625	
1700011A15RIK	0	0	0	
CD3D	0.063378587	0.001204	0.046168	
DAB2IP	0.315825311	0.077752143	0.341503429	
FCHO1	0.226113369	0.5203745	0.778351	
EIF4E2	-0.160689309	16.13276533	14.32692967	
HOXC10	-0.022629161	0.015809	0	
SLC7A6OS	-0.326335948	18.175066	14.293256	
JADE3	-0.614367286	2.2521685	1.1243695	
RNF5	-0.557366286	43.685746	29.365822	
WDR74	-0.584770235	44.971711	29.651892	
PRL7A1	0	0	0	
FBXO17	-0.0433451	0.091876	0.059559	
SART1	-0.385199318	19.114516	14.401146	
RABL6	-0.31667623	38.12894	30.417313	
TEKT1	0	0	0	
4921504E06RIK	0	0	0	
GYS2	0	0	0	
RAB11FIP2	-0.243520264	0.6373765	0.383062	
ARHGAP18	-0.576659115	13.181152	8.508671	
PLXDC1	1.440606761	0.7643725	3.7891245	
OLFR1331	0	0	0	
SNHG3	-0.615459584	52.131682	33.680214	
ATOX1	0.053657397	465.717654	483.402878	
AA543186	-0.074514403	0.181248	0.121786	
DMKN	-0.514358916	0.571673	0.1003345	
TDRD6	0	0	0	
APOC1	0	0	0	
ATL2	-0.119605618	4.110802	3.704182667	
1700003H04RIK	0	0	0	
INPP4A	0.457554069	0.4256664	0.9577418	
GPM6B	-0.012785473	0.012032222	0.003103	
CCR7	0.109915188	0.109881	0.1977445	
NTN3	0.006533503	0.022924	0.027567	
NCOR1	-0.372898582	6.311876333	4.646446	
DCSTAMP	-1.262784101	8.7903838	3.0800344	
GM9731	0	0	0	
RBMXL1	-0.743246659	40.933202	24.0506205	
BC024139	0	0	0	
IFNA13	0	0	0.084913	
NUMB	-0.255799083	3.5493278	2.8101672	
CCR6	0	0	0.002387429	
NKAIN4	0	0	0	
1700123K08RIK	0	0	0	
MIR1942	0	0	0	
VMN1R168	0	0	0	
ATP5A1	-0.271815163	461.400534	381.995622	
COX6C	0.001983227	218.61327	218.915373	
LRRC19	-0.02996591	0.020988	0	
P2RY14	-0.202831434	0.45586025	0.264915	
GM362	0	0	0	
NUP85	-0.572313516	50.406936	33.573089	
CR1L	-0.041367989	37.527884	36.43882	
RMI2	0.669654154	1.725473	3.335387	
SPN-PS	0	0	0	
CD83	0.074545413	0.2229965	0.287851	
HIST1H2AC	-0.23286285	0.607047	0.367508	
NDUFC2	-0.204607215	79.422379	68.788523	
TYSND1	-0.350362302	6.7637346	5.0897732	
DDX54	-0.252314617	40.923125	34.196492	
ZFP12	-0.370442216	0.957576667	0.514274333	
4930407I10RIK	0	0	0	
RGS19	-0.022740181	9.559552286	9.394414429	
RNF223	0.17791377	0.103737	0.248599	
C2CD5	-0.203408897	1.705891	1.3500555	
PARP6	-0.105609885	1.23270825	1.07510575	
MIR488	0	0	0	
ZDHHC16	-0.192912863	19.003404	16.49973	
OLFR103	0	0	0	
TXNDC12	0.031706235	25.65078	26.24297	
DNAJB9	0.472687579	8.923249	12.770415	
SAMD9L	0.048079202	13.10963	13.58777	
METAP1D	-0.077756408	10.095759	9.513565	
PROC	0	0	0.0047505	
ZFP207	-0.376592191	17.4062524	13.1775056	
DMRTC1A	0	0	0	
EHD3	-0.017273993	0.038983	0.026617	
OLFR389	0	0	0	
SERPINA6	0	0	0	
GJB2	0	0	0	
RMDN3	-0.069314902	15.365359	14.597668	
RP2H	-0.23511052	5.4206106	4.4550786	
SREK1	-0.418284179	16.604755	12.173886	
SPTAN1	0.062723082	9.31805	9.776535333	
OLAH	0	0	0	
1700022A22RIK	0	0	0	
RRP36	-0.14717489	22.004896	19.773813	
CLDN23	0	0	0	
OLFR1316	0	0	0	
GM20139	0	0	0.002255	
FAN1	-0.062279545	1.36689	1.266888	
HELT	-0.085621807	0.061145	0	
KLHL21	-0.861083963	11.466739	5.863423	
KLK1B4	0	0	0	
BLZF1	-0.060170126	1.615821333	1.508967667	
MIR376C	0	0	0	
ANK1	0.01915599	0.032792111	0.046596889	
1700010J16RIK	0	0	0	
PCMT1	-0.079696247	29.595121	27.950843	
LIF	-0.273265323	0.420318	0.1752345	
IL12B	-0.00043886	0.007731	0.0074245	
OLFR292	0	0	0	
STRADA	-0.204257372	4.106302667	3.432196	
2610034M16RIK	0	0	0	
RND1	0.67091459	2.349457	4.33261	
5730435O14RIK	0	0	0.190599	
AGAP2	0.047289114	0.3105675	0.3542375	
MYT1	-0.00190022	0.001318	0	
ARHGAP25	1.397244	1.2846125	5.017622	
OLFR975	0	0	0	
SSR1	-0.130935698	33.382342	30.399294	
SLC13A4	-0.023922422	0.01672	0	
EIF2AK4	-0.352769204	2.8842075	2.0416435	
SYBU	0	0	0	
MIR615	0	0	0	
FIS1	0.053239667	27.8090975	28.8920975	
3632454L22RIK	0.005386303	0.008427	0.012199	
ERMP1	-0.600908148	16.563464	10.580273	
PAFAH1B1	-0.116937922	17.729834	16.2715815	
SLX4	0.047308276	6.123528	6.360992	
GM20187	-0.006868166	0.004772	0	
AKR1C18	0.232656792	0.308527	0.537515	
MIR467F	0	0	0	
2700054A10RIK	-0.017670836	0.0403915	0.027726	
GLRB	0	0	0	
MIR7674	0	0	0	
PGM5	0.010697531	0.017397	0.024969	
ADAM24	0	0	0	
VMN2R-PS159	0	0	0	
GZMF	0	0	0	
EIF4G1	-0.443304318	82.9450665	60.73725	
PUS10	-0.28093574	3.625706333	2.80722	
DHX35	-0.269206117	4.4402825	3.514216	
SRSF7	-0.473740637	16.754066	11.784616	
CCL28	-0.090451266	0.114642	0.046904	
MLXIPL	0.040545421	0.023451	0.052622	
USP33	-0.380775738	3.750211667	2.648279	
PSME1	0.267395258	112.612893	135.748198	
ZFP318	-0.420712388	1.4953255	0.864147	
RBM46	0	0	0	
CNTN6	0	0	0	
ZBTB21	-0.064893023	1.669377	1.551967667	
GM11978	0	0	0	
GTPBP1	-0.446185891	22.508918	16.255093	
2810442N19RIK	0	0	0.036468	
SLC29A1	-0.766200179	11.8921902	6.5801442	
OLFR741	0	0	0	
CCNL1	-0.215906043	28.915535	24.757433	
IFNA11	0	0	0	
SMG7	-0.405217323	5.743617667	4.092257667	
GM13031	0	0	0	
RNASE10	0	0	0	
2900092D14RIK	0.035404844	0.01363	0.038813	
PRR5L	0.670635175	0.024955	0.631496333	
APOBEC1	0.168532023	28.397206	32.03994	
DEF8	-0.019300953	4.199951	4.13084725	
TMEM107	-0.490500043	2.646886	1.5957745	
SMARCC2	-0.15854741	10.603769	9.396126333	
ANKS1B	0	0	0	
UBAC2	-0.10050448	18.066202	16.783176	
PLEC	-0.96371365	7.599585	3.409311467	
GM20300	-0.156380754	1.265193	1.032497	
1700034E13RIK	0	0	0	
TULP2	-0.010157918	0.0110312	0.0039376	
