!Series_platform_id				
GENE	rna	wildsubtype~osteoclast~precursor~MsubCSF~24H~rep1	wildsubtype~osteoclast~MsubCSF~RANKL~24H~rep1	@OC_up
SLC22A2	0	0	0	
VMN1R184	0	0	0	
MIR1907	0	0	0	
RUSC1	-0.073215149	2.634714333	2.454859	
TFR2	-0.009775817	0.010969	0.00414175	
ZKSCAN8	0.330355634	0.454563333	0.828856333	
OLFR631	-0.013700932	0.009542	0	
CYFIP1	0.148314344	27.554224	30.64589833	
TGFB1I1	-0.025793568	0.02189	0.00378225	
PAX6	0	0	0.0018472	
ZDHHC19	0	0	0	
ADAM30	0	0	0	
LIPA	-1.502832549	228.2931195	79.9083505	
PPP1R12B	1.302306461	0.6759165	3.133193	
MIR344B	0	0	0	
PKN1	0.141393216	22.8474275	25.302991	
GM6927	0	0	0	
GANAB	0.416136664	32.560769	43.7817975	
VSX2	0	0	0	
PRSS28	0	0	0	
FAM101A	0.024790457	0.019737	0.037411	
AI314278	-0.006942828	0.004824	0	
RBKS	-0.125324649	8.729348	7.919844	
KLHDC3	0.137220567	17.07417	18.877688	
TCF7L2	-0.620736867	0.845024625	0.199890875	
AU015228	0.006538852	0.005135	0.009701	
RNF151	-0.041259807	0.029012	0	
MFI2	0	0	0	
LMAN1	0.228320264	18.3117455	21.6231345	
TMEM14C	-0.125417741	131.765908	120.711627	
KLB	-0.002750672	0.035277	0.033305	
IDI2	0	0	0	
PHPT1	0.270372137	17.725716	21.58544	
FHL2	0.033116956	0.020955	0.044662	
PBX1	0.276619447	0.17551275	0.423961	
OLFR146	0	0	0	
TSN	0.149152878	34.317935	38.164699	
VMN2R2	0	0	0	
B4GALT5	-0.714386242	35.190031	21.056534	
OLFR828	0	0	0	
FAT2	0.232387898	0.004012	0.179491	
EAR7	-4.33E-06	3.00E-06	0	
BLVRB	-1.116008144	126.9804025	58.0461445	
KLF6	-0.487327555	55.926827	39.608483	
FOXA2	0	0	0	
TRIM43C	0.024888105	0.127823	0.147448	
PLEKHB1	0	0	0	
IGF2BP1	0.03203361	0.006977	0.029586	
WHRN	0.057602154	0.056253	0.099279	
PTP4A2	-0.066372267	50.102461	47.804714	
SNX5	-0.290010061	75.0474645	61.198944	
SYT7	0	0	0.042897667	
RHBDL2	0.017014975	0.008454	0.020418	
AIRE	0	0	0	
KCNK18	0	0	0	
ZAN	-0.019183409	0.0368	0.023105	
GNB1L	0.170607273	0.243843333	0.399985667	
ECHDC2	0	0	0.026211	
PCDHGA8	0.066705522	0.056478	0.106473	
SOCS7	0.279763155	3.58931	4.571402	
ANKRD2	-0.00214775	0.031864	0.030329	
PPP1R10	0.282229334	14.562345	17.924941	
MED29	0.632806579	10.697042	17.137182	
TOX2	-0.255819753	0.194014	0	
ACE	0.001509544	0.002021667	0.003070667	
IGSF9	-0.538378315	0.7034485	0.1729	
BSDC1	0.028719164	14.655624	14.970397	
NEK1	0.185829581	0.3555255	0.54187075	
ADM	-0.039593094	0.122469	0.092083	
GALR3	0	0	0	
AJUBA	0.598256467	0.765353	1.672543	
PCDHB5	-0.025935572	0.042851	0.024271	
OGFOD2	0.208592743	6.243351	7.37013	
ZFP444	0.269033764	1.3702355	1.856135	
GM53	0	0	0	
WNT11	-0.00424537	0.002947	0	
SETD5	0.259603378	12.059726	14.634445	
VMN2R44	0	0	0	
1700016G22RIK	-0.102303376	0.073486	0	
IL1A	0.065616619	0.145101	0.198385	
GM14635	0	0	0	
IL22RA2	0	0	0.011915	
RRP8	0.882310528	4.9403385	9.949975	
ICMT	0.115852848	6.1728085	6.772566	
KRTAP19-9B	0	0	0	
CLOCK	0.192891615	2.3297785	2.8061115	
FBXL6	0.554649338	12.908688	19.429242	
OLFR1371	0	0	0	
SPATA31D1B	0	0	0	
1700036G14RIK	0	0	0	
ECE2	0.486184752	6.1710788	9.044786	
2900079G21RIK	0	0	0	
ACOT11	-0.779237357	5.372552	2.713125	
SLC8A1	-0.696331081	0.99125875	0.22888475	
RNF24	1.511397949	1.394157	5.82541	
TNFAIP8	-0.510284749	12.29422733	8.333662333	
NIPSNAP3B	-0.133388655	34.872034	31.704086	
LGMN	-2.502064334	593.398005	103.925471	
A930004D18RIK	0	0	0.0222955	
PARP3	-0.111766259	8.081711	7.404709	
CCDC28A	0.06321514	3.739197	3.951473	
MYO18A	-0.183872824	3.091223	2.6016534	
THRAP3	0.409423244	49.552812	66.141957	
MEN1	0.038087928	2.771514	2.87241	
PPP2R1B	0.380811648	5.749558333	7.788425667	
GM26688	0	0	0	
MIR6395	0	0	0	
2700049A03RIK	0.197962811	1.187973	1.5097745	
RGP1	0.268627786	5.530081	6.866537	
GINS4	0.194555663	24.779147	28.500925	
RENBP	-0.679981275	29.551662	18.069534	
C230024C17RIK	0	0	0	
ATP6V1F	0.100006179	149.997715	160.836037	
MYOT	0	0	0	
FSHR	0	0	0	
DNAH7B	-0.002935259	0.016483	0.014417	
SLXL1	0	0	0	
L3HYPDH	0.232721831	0.418294	0.666566	
CBX5	0.61809716	5.628974333	9.174477667	
ITFG3	-0.538869509	18.57691	12.474984	
SMPD4	0.315842862	3.09687025	4.09953275	
GM16938	0.002166203	0.0529905	0.05457275	
LOC100502896	0	0	0	
NUCB2	-1.251159585	32.113867	12.91148	
4930433I11RIK	0	0	0	
SLC38A4	0	0	0	
TNNT3	-0.013189343	0.0135165	0.004293	
TBCK	0.080252586	2.073967	2.2498075	
E030030I06RIK	0.032015407	0.4828795	0.5161545	
PNN	0.610294119	27.944563	43.185913	
MMP21	0	0	0	
XIAP	0.056243982	5.1526325	5.397232	
SGCZ	0	0	0	
1190007I07RIK	0.736614925	0.969807333	2.282214333	
4930555G01RIK	0	0	0	
OLFR955	0	0	0	
WNT2	0	0	0	
SSX9	0	0	0	
ACSM4	0	0	0	
KCNJ11	0	0	0.0109475	
CELSR3	-0.093451383	0.261531	0.182405	
MIR496B	0	0	0	
LGALS1	-1.085148932	1685.488402	793.915528	
CKAP4	-0.039221397	46.623	45.345752	
TRUB2	0.258544407	1.79958775	2.349066	
ANP32E	0.538256694	18.641812	27.52416633	
AP4S1	-0.382452772	12.343398	9.236151	
WDR55	0.959000204	20.910034	41.592279	
GPR156	0	0	0	
TEAD4	-0.007481859	0.0051995	0	
MRPL52	0.681357473	148.16458	238.207475	
PPAP2A	-0.080123013	1.937137	1.778464	
BCL11A	-0.032599251	0.0559825	0.032389	
MMEL1	-0.015653722	0.020879	0.009862	
CDH5	-0.834410544	1.455867	0.37728	
EAF1	0.216512862	33.217302	38.757826	
MBTPS2	0.532141799	8.840988	13.230801	
ST6GAL1	-0.333966779	3.127496	2.274557667	
ADAM2	0	0	0	
HPGD	-2.655312557	10.134613	0.767447	
CALU	-0.040372944	24.88050867	24.16629833	
NUP37	1.06613782	10.2102275	22.472205	
LRRN4	0	0	0	
TCL1	0	0	0	
SIRT2	-0.714975201	11.93417133	6.879699	
LZTS2	0.346106505	0.511682333	0.921538	
ZFP74	0.354754289	1.879594	2.682332	
TMEM151B	0.017122101	0.010232	0.022293	
OAS2	0.767620385	10.998547	19.427039	
FBN1	-0.006282413	0.029419	0.024946	
DENND2A	0.698569814	1.0586	2.340892	
NFKB2	2.390704924	5.257629667	31.815857	
BICD2	-0.298415603	8.43556	6.672477667	
MIR574	0	0	0	
HES6	-0.316848963	10.902962	8.555953	
ADAM28	0.007440784	0.0031655	0.00835275	
FN3K	0	0	0.0036865	
DNAH17	0.165996538	0.145679	0.285384	
ZSCAN22	0.131845846	0.603594833	0.757050333	
APOL10B	0	0	0	
RAB25	0.16532675	0.033355	0.158825	
GAPDH	0.369512341	935.8924105	1209.386355	
4930513N10RIK	0.024378358	0.62575	0.653455	
POU5F1	0	0	0	
WNK1	-0.521888934	11.8991826	7.9837564	
ETV1	-1.221000782	2.353793	0.438727	
LRRIQ3	0.075670672	0.011665	0.066144	
TRPM8	0	0	0	
SERPINA11	0	0	0	
HEMK1	0.450874857	1.706362	2.699242	
NRIP2	0.055902211	0.038802	0.079844	
BTN1A1	0	0	0.000415	
BTRC	-0.035656234	0.52140725	0.4842665	
OLFR186	0	0	0	
FAM78B	-0.827723335	0.966957667	0.108218667	
MIR5710	0	0	0	
PINC	0	0	0	
ZFP346	0.229190297	5.297297	6.381546	
OLFR806	0	0	0	
CDC14A	-0.228802667	0.9196195	0.6380935	
SMPDL3B	-0.652797233	21.871128	13.547087	
AMELX	0	0	0	
MIR7226	0	0	0	
GKN1	0	0	0	
TDRD1	0	0	8.90E-05	
RPS25	0.250199147	679.841432	808.773247	
DOCK7	0.864368524	5.681598	11.164134	
RAD1	0.623161837	2.082643	3.748032	
B230217O12RIK	0.228169907	0.130453	0.324154	
ALOX15	0.230379365	0.258223	0.476076	
NDUFS8	0.126264977	29.54606967	32.33994533	
GCNT7	-0.021873316	0.042462	0.026776	
NPM1	1.477923031	150.099694	419.884322	
PEX13	-0.030784765	5.075173	4.946912	
CLCA5	0	0	0	
TMPO	0.035700989	13.77712967	14.14736717	
ZZZ3	0.54171361	2.826763	4.570621	
CHMP7	-0.117829597	19.683	18.060895	
SLFN3	0.650016846	5.036624	8.472589	
TMTC1	0	0	0.006603	
DCLK1	-0.000172977	0.0021	0.001979857	
PNLDC1	-0.031722255	0.11531	0.091054	
ASGR1	0	0	0	
GALNTL5	0	0	0	
SNORD42B	0	0	0	
1700104L18RIK	0	0	0	
PURG	0.04678292	0.340865	0.3850585	
HIST1H2BK	0.495641762	0.517359	1.139397	
GM11961	0	0	0	
MIR7223	0	0	0	
CSN2	0	0	0	
SKOR1	0	0	0	
POM121L12	0	0	0	
KLK1B24	-0.062700608	0.044419	0	
DEFB19	0	0	0	
SLC16A6	-0.117931902	9.705226	8.864948	
PRR13	-0.028433442	47.068813	46.1307205	
NT5C3B	0.269667822	7.8499295	9.6688575	
SIK3	0.563988433	8.483371	13.019747	
6330549D23RIK	0.220435483	0.206595	0.405786	
GM13293	0	0	0	
ANKRA2	0.047516822	0.671183667	0.7271425	
5730507C01RIK	0.17216188	0.1507535	0.2966065	
ABI2	-0.134274475	1.463308333	1.244389	
CDK5	-0.056125848	11.820689	11.331497	
BAG6	0.123610515	17.71714	19.391537	
6430548M08RIK	-0.975848854	5.39541225	2.25168725	
EYA4	-0.41717417	1.230509	0.670406	
GM1720	-0.03135567	0.021972	0	
GIGYF2	0.481018781	5.082977	7.490187	
SLC5A12	0	0	0	
ORC6	0.588691742	5.652052333	9.003904333	
EIF3A	0.575715079	114.660304	171.381969	
LRRC49	0.22405295	0.512276667	0.766354667	
MIR3569	0	0	0	
TRIM62	-0.332833674	2.639615	1.889765	
NFE2L1	0.001372471	7.7991545	7.807529333	
CCDC130	0.055455024	2.1608595	2.2847235	
CTAG2	0	0	0	
YBX1	0.336687636	362.094015	457.534659	
PECR	0.696893178	2.211667	4.206145	
ITGA9	-1.252170439	1.528539	0.0615215	
TERF2	0.043632367	2.260175	2.36028075	
TLCD1	0.704608072	0.13299925	0.846451	
SOX5	-0.000397648	0.000275667	0	
ST7L	0.000622018	0.5803155	0.580997	
NMRK2	0.006313002	0.011532	0.015968	
HECA	-0.116611758	6.137608	5.583382	
CTNNA3	0	0	0	
CD99L2	-0.793842859	7.441491	3.8690995	
HIST1H2BP	0.192962738	0.32459	0.5141505	
WDR45	0.128762049	1.4662335	1.696469	
OLFR605	0	0	0	
SERPINA3H	0	0	0	
PIGQ	0.622829049	11.9866125	18.997979	
RBAK	0.079670019	1.027677	1.142801	
ALPPL2	0	0	0	
AGER	-0.035390233	0.079725857	0.053561714	
SLC38A10	-0.188867234	9.388593333	8.1138535	
ZFP354A	0	0	0	
GM9705	0.076894286	0.206758	0.272822	
UBE3C	0.38889809	12.329041	16.452952	
GPR149	-0.0317615	0.037207	0.014622	
IL17RE	0	0	0	
TTLL7	-0.000281964	0.004656	0.004459667	
SKINT6	0	0	0	
2510049J12RIK	0.014311524	0.024439	0.034652	
LINCENC1	-0.017408859	0.01214	0	
MYO1E	1.032714189	32.131992	66.783735	
ITLN1	0	0	0.029049	
OSBPL9	-0.061532598	11.10476567	10.59933867	
MCC	0.009037103	0.043493	0.05005	
FREM1	0	0	0	
CLEC2E	0	0	0	
TTC7B	-0.352631672	14.881812	11.437908	
OLFR1206	0	0	0	
SLC6A18	0	0	0	
TBX20	-0.000530004	0.001896333	0.001528333	
PRMT7	0.444198733	23.634987	32.517335	
HBA-X	0	0	0	
NUP98	0.253442786	3.5114362	4.3778502	
DEFB36	0	0	0	
ATXN7L3B	0.18547526	18.790121	21.505158	
TNFSF14	-0.236303648	1.936774	1.493079	
PDLIM5	-0.183770651	5.005681778	4.287396	
TM4SF5	0.082799103	0.444435	0.529759	
SLCO1C1	0	0	0	
GM694	0	0	0	
INO80D	0.240716314	1.514845	1.9714885	
PDLIM7	-1.275627826	8.605935	2.967687	
CCND3	-0.802886974	19.24700767	10.605605	
UBE2W	-0.553573457	2.589876	1.44589175	
GOSR1	0.095176647	10.881719	11.692007	
HIGD1B	0	0	0	
SLC17A9	0.309565297	4.123463	5.349683	
SUCO	-0.734041567	6.972713	3.793333	
E130309D02RIK	0.54268244	17.075088	25.329591	
CEP97	-0.005611638	0.124381	0.120016	
DGAT2L6	0	0	0	
FAM211A	-0.716027513	10.612993	6.069658	
PGAP2	0.719582321	5.31074925	9.39194375	
PPA2	0.391544441	7.288777	9.8731925	
APOA1	0	0	0	
DCLK2	-0.037815926	0.043338	0.016345333	
4930405D11RIK	0	0	0	
E130018N17RIK	0	0	0	
FIBIN	0	0	0	
KIRREL3	0	0	0.0030786	
PLBD1	-0.741201319	7.916064	4.333955	
PCSK7	-0.070553217	4.330576667	4.076163	
FAR2	0.134190765	0.464632	0.6074	
PEX5L	0	0	0	
NACA	0.591892502	112.7210187	170.4028893	
IFNAR2	-0.638505503	44.8718135	28.467046	
SULT1C1	0	0	0	
OLFR1102	0	0	0	
A3GALT2	-0.000715122	0.008955	0.008455	
VMN2R56	0	0	0	
CLU	-0.054853697	0.231293	0.185356	
RSBN1	0.5973118	2.440227	4.204702	
BDNF	0	0	0.000691545	
MOCS1	-0.287042284	4.1700035	3.2372345	
KIF4	-0.124402141	13.409629	12.219165	
RESP18	0	0	0	
STEAP2	0.000559932	0.001225667	0.001614333	
MIR687	0	0	0	
2310001K24RIK	0	0	0	
KLHL1	0	0	0	
TRMT2B	0.394926623	3.146046333	4.451536333	
GM12060	-0.005480877	0.098673	0.094507	
NRBP1	-0.445441242	42.236908	30.751442	
CDK15	-0.662548639	0.650212	0.04254	
DLX6	-0.046743885	0.032931	0	
NUP35	0.956268184	4.835785	10.323083	
OLFR1352	0	0	0	
RDH1	-0.02582259	0.01806	0	
PLAC8	-0.451683833	12.196005	8.648773	
1700013D24RIK	0	0	0	
FERT2	-0.488152182	2.657804667	1.607786667	
FBXO39	-0.02706627	0.018938	0	
1700001C19RIK	0.039577254	0.0100635	0.038156	
REPIN1	0.544255804	0.520069667	1.216668833	
CHD1L	0.500172237	5.153058	7.702777	
ZMAT5	-0.158458438	18.799418	16.739921	
PLXDC2	-0.284289171	0.300363	0.067788	
FOXD2	-0.002840536	0.248111	0.245656	
ZBED3	-0.27746551	3.358805667	2.596185333	
SPATA33	-0.003346582	0.091073	0.088545	
AHI1	-0.063974131	0.7337185	0.658519	
GM7616	0	0	0	
MTERFD1	0.209662898	11.36993	13.304809	
4930415F15RIK	0.304579113	0.052037	0.299327	
GAL	-0.14796978	0.230894	0.110906	
GAS2L3	-0.055777077	4.296554667	4.095688667	
ABO	0	0	0	
SPOCK2	0.016387142	0.0334	0.045205	
RBCK1	0.220627573	16.046432	18.8631905	
NSMF	0.087797779	0.921819	1.0424068	
TFCP2	0.197944745	0.9677065	1.2570835	
CCDC163	0.176132653	4.522333	5.239414	
POLE4	0.222760076	28.893543	33.884689	
TRP53BP1	0.446533863	1.6685	2.636531	
CYS1	0	0	0	
RORB	0.000307486	0.000832333	0.001045667	
KLRA3	-0.015150428	0.037761	0.02692	
GM1987	0	0	0	
DAF2	0	0	0.024204	
ANO7	0.002884126	0.0261735	0.028227	
TXK	0.248654331	0.06452525	0.26476075	
HINFP	0.59486487	4.951585	7.988864	
DDOST	0.017156001	108.800523	110.114025	
NELFE	0.120601077	8.547089	9.379478	
RBM14-RBM4	1.44E-06	4.50E-06	5.50E-06	
CBX4	-0.354963305	3.393801	2.435467	
BRCA1	0.554134393	7.830987	11.966427	
PDXK-PS	0.018029642	0.000667	0.013251	
GULP1	0	0	0.009722	
FAM84A	-0.012901867	0.008983	0	
PKNOX1	0.116430463	3.2384315	3.594669	
EIF4ENIF1	0.331464533	5.076401	6.645875	
TICRR	0.293502167	3.875803	4.975842	
1700039E22RIK	0	0	0	
PDE4DIP	1.806247928	0.5784372	4.5202928	
OLFR191	0	0	0	
ACADL	-0.444277185	38.190794	27.80337	
CHFR	0.190279332	2.6976504	3.2189622	
TAAR1	0	0	0	
SSH3	-0.415403193	12.518921	9.136621	
MKKS	-0.095673035	2.172326	1.9687755	
GRCC10	-0.508561358	60.723682	42.386998	
HTATIP2	-0.476956665	9.0177064	6.1976386	
ATP2A2	-0.357220196	4.6438355	3.405958	
NFAT5	1.296323978	1.257467333	4.544391333	
OLFR1240	0	0	0	
MRPL55	0.337726148	2.9479406	3.989262	
CDH4	0	0	0.008761	
GIMAP4	-0.015302875	0.0106636	0	
PRR14	-0.010943284	17.995685	17.852142	
MIR1903	0	0	0	
OLFR272	0	0	0	
RBM4	0.26103569	1.2084902	1.6465192	
TMEM81	-0.109369062	3.321471	3.005975	
CDK19	-0.521793269	2.27225	1.27914025	
OLFR706	0	0	0	
ZFP672	0.122163823	0.7671385	0.9232935	
SLC35F6	-0.380622804	40.466908	30.850978	
PTX3	0	0	0.047176	
PCDHA8	0	0	0	
SLC16A12	0	0	0.014689	
SLC51B	0	0	0	
TSC22D3	-1.148607204	5.265444333	1.826094333	
CECR2	-0.018772005	0.022164	0.00895	
RNF130	-1.200144836	35.286612	14.79307967	
SH3D19	-0.379232456	1.111835	0.623677	
1700028B04RIK	-0.113915154	0.082161	0	
ELAVL4	0	0	0	
DDX52	0.439356521	11.364131	15.765754	
NF2	0.623577986	3.329266	5.6700632	
HAAO	-0.445392558	3.694315	2.447432	
MIR6352	0	0	0	
TIMM22	0.14868223	2.174648	2.5192765	
SFTPA1	0	0	0	
PACSIN1	-0.002959455	0.010621	0.00855	
MIR598	0	0	0	
B4GALNT1	1.075162275	9.7003942	21.5452924	
ITPRIPL1	-0.500970475	7.8093135	5.2249365	
CLCA6	0	0	0	
OLFR448	0	0	0	
TOM1	-0.79237767	24.235567	13.5708075	
RBM38	0.708204203	13.9238	23.382045	
EFNA1	0	0	0.021169	
TUBGCP2	0.125424176	4.1730925	4.64295625	
PDE9A	0	0	0	
4933407K13RIK	0.170363785	0.583816	0.782335	
BAMBI-PS1	-1.312599726	4.15078	1.073677	
UNC13C	0	0	0	
SERPINB3B	0	0	0	
NBR1	0.221010182	4.460617	5.364619	
BCAP29	0.588101995	19.829153	30.311794	
6030419C18RIK	0	0	0.013952	
PCDH15	9.00E-05	1.16E-05	7.40E-05	
CAST	0.374396163	3.871360375	5.31472925	
CD209B	0	0	0	
IL13RA2	0	0	0	
TCL1B3	0	0	0	
WDR44	-0.166851361	3.540544	3.044647	
ESP16	0	0	0	
ERGIC2	0.163446946	5.360211333	6.123181	
SPRR2D	0	0	0	
GPR55	0.699578763	0.012162	0.643782	
SLC7A9	0	0	0	
ARFGEF1	0.022387	15.389352	15.645657	
OLFR69	0	0	0	
LRRC56	0.04245778	0.149748667	0.184088	
ACTG2	-0.003547337	0.051386	0.048804	
GSX2	0	0	0	
DSCAML1	0	0	0	
MIR5127	0	0	0	
1700011B04RIK	0	0	0	
ATP5J	0.017624329	31.3140254	31.7112028	
GPR35	-0.729530911	1.091670333	0.261486333	
FBXW21	0	0	0	
DKK1	0.020415374	0.037929	0.052721	
MIR138-2	0	0	0	
KRTAP16-1	0	0	0	
RETSAT	0.754921195	14.326048	24.86331	
ABL1	-0.482750949	3.544727	2.2522602	
YPEL3	-1.242609931	5.65584	1.8128075	
SPAG9	-0.021182179	2.916501429	2.859418	
RAB2A	-0.22793021	60.690738	51.675193	
SYNDIG1	0	0	0	
PRRC2B	0.565339672	6.4308735	9.99573	
MIR181A-1	0	0	0	
VMN1R114	0	0	0	
LOC100048884	0	0	0	
4930431P03RIK	-0.058240289	0.041195	0	
SYNPO	-0.129837893	0.1163195	0.0202425	
TRIL	0	0	0.00522	
FXYD3	-0.123484772	0.089363	0	
AKAP2	0.062777543	0.032534667	0.078456333	
SPECC1L	0.155982833	4.480109	5.10583	
OLFR739	0	0	0	
C2CD4C	0.003641477	0.0044445	0.006983	
PNKP	-0.587146516	5.13241675	3.0820935	
ARF1	0.269293324	145.324927	175.353338	
1700011A15RIK	0	0	0	
CD3D	-0.020643217	0.015633	0.001204	
DAB2IP	-0.624322174	0.661340286	0.077752143	
FCHO1	-0.092630898	0.621195	0.5203745	
EIF4E2	0.208709155	13.82517233	16.13276533	
HOXC10	0	0	0.015809	
SLC7A6OS	0.373034702	13.806153	18.175066	
JADE3	0.562310754	1.2024225	2.2521685	
RNF5	0.200928132	37.876183	43.685746	
WDR74	0.747736311	26.377867	44.971711	
PRL7A1	0	0	0	
FBXO17	0.058438133	0.048532	0.091876	
SART1	0.36836864	14.58187	19.114516	
RABL6	0.322959541	30.28078	38.12894	
TEKT1	0	0	0	
4921504E06RIK	0	0	0	
GYS2	0	0	0	
RAB11FIP2	0.107402095	0.519908	0.6373765	
ARHGAP18	-0.181676353	15.084277	13.181152	
PLXDC1	-1.876270238	5.4774475	0.7643725	
OLFR1331	0	0	0	
SNHG3	1.120097901	23.4439	52.131682	
ATOX1	0.515599137	325.470108	465.717654	
AA543186	0.100165407	0.102017	0.181248	
DMKN	0	0	0.571673	
TDRD6	0	0	0	
APOC1	-0.170474403	0.1254285	0	
ATL2	-0.036382511	4.241327333	4.110802	
1700003H04RIK	0	0	0	
INPP4A	-0.357341525	0.8263686	0.4256664	
GPM6B	0.009306911	0.005524556	0.012032222	
CCR7	0.080370207	0.049742	0.109881	
NTN3	-0.018961302	0.036457	0.022924	
NCOR1	0.051395403	6.055979	6.311876333	
DCSTAMP	2.704943455	0.5015182	8.7903838	
GM9731	0	0	0	
RBMXL1	0.7757926	23.491827	40.933202	
BC024139	0	0	0	
IFNA13	0	0	0	
NUMB	-0.263447251	4.4607558	3.5493278	
CCR6	0	0	0	
NKAIN4	0	0	0	
1700123K08RIK	0	0	0	
MIR1942	0	0	0	
VMN1R168	0	0	0	
ATP5A1	0.429723683	342.287989	461.400534	
COX6C	0.093167156	204.879199	218.61327	
LRRC19	0	0	0.020988	
P2RY14	0.499791771	0.02959725	0.45586025	
GM362	0	0	0	
NUP85	0.65288356	31.695214	50.406936	
CR1L	0.02006543	36.995736	37.527884	
RMI2	0.453296032	0.99061	1.725473	
SPN-PS	0	0	0	
CD83	-0.468983587	0.692791	0.2229965	
HIST1H2AC	0.007376625	0.598851	0.607047	
NDUFC2	0.45155613	57.80916	79.422379	
TYSND1	0.38818152	4.9322084	6.7637346	
DDX54	0.347771735	31.943059	40.923125	
ZFP12	0.37079191	0.513907333	0.957576667	
4930407I10RIK	0	0	0	
RGS19	-0.033506919	9.807670429	9.559552286	
RNF223	-0.042144113	0.136455	0.103737	
C2CD5	0.125781347	1.4799695	1.705891	
PARP6	0.122584376	1.0508335	1.23270825	
MIR488	0	0	0	
ZDHHC16	0.340978365	14.792802	19.003404	
OLFR103	0	0	0	
TXNDC12	-0.117168666	27.905548	25.65078	
DNAJB9	-0.660929721	14.689661	8.923249	
SAMD9L	0.018749848	12.927442	13.10963	
METAP1D	-0.111286191	10.985537	10.095759	
PROC	0	0	0	
ZFP207	0.320950051	13.7349878	17.4062524	
DMRTC1A	0	0	0	
EHD3	-0.038498996	0.067082	0.038983	
OLFR389	0	0	0	
SERPINA6	0	0	0	
GJB2	0	0	0	
RMDN3	0.112098814	14.141902	15.365359	
RP2H	0.269855992	4.3252694	5.4206106	
SREK1	0.438137415	11.993839	16.604755	
SPTAN1	-0.130914557	10.298137	9.31805	
OLAH	0	0	0	
1700022A22RIK	0	0	0	
RRP36	0.172052885	19.418658	22.004896	
CLDN23	0	0	0	
OLFR1316	0	0	0	
GM20139	0	0	0	
FAN1	0.074824968	1.247261	1.36689	
HELT	0	0	0.061145	
KLHL21	0.821273929	6.055451	11.466739	
KLK1B4	0	0	0	
BLZF1	0.182619518	1.304804667	1.615821333	
MIR376C	0	0	0	
ANK1	-0.037903279	0.060285778	0.032792111	
1700010J16RIK	0	0	0	
PCMT1	0.212030437	25.413421	29.595121	
LIF	0.458417363	0.033685	0.420318	
IL12B	0	0	0.007731	
OLFR292	0	0	0	
STRADA	0.222285032	3.377156667	4.106302667	
2610034M16RIK	0	0	0	
RND1	0.119082364	2.08409	2.349457	
5730435O14RIK	0	0	0	
AGAP2	-0.074297826	0.379829	0.3105675	
MYT1	0	0	0.001318	
ARHGAP25	-1.284583268	4.56558275	1.2846125	
OLFR975	0	0	0	
SSR1	0.213994998	28.642617	33.382342	
SLC13A4	0	0	0.01672	
EIF2AK4	0.459194761	1.825342	2.8842075	
SYBU	0	0	0	
MIR615	0	0	0	
FIS1	-0.302891977	34.539329	27.8090975	
3632454L22RIK	0.002373952	0.006769	0.008427	
ERMP1	-0.103976658	17.876013	16.563464	
PAFAH1B1	-0.121692971	19.378263	17.729834	
SLX4	-0.051160055	6.380671	6.123528	
GM20187	0.005499698	0.000949	0.004772	
AKR1C18	-0.049182819	0.353905	0.308527	
MIR467F	0	0	0	
2700054A10RIK	0.020672417	0.02559	0.0403915	
GLRB	0	0	0	
MIR7674	0	0	0	
PGM5	-0.020374285	0.031867	0.017397	
ADAM24	0	0	0	
VMN2R-PS159	0	0	0	
GZMF	0	0	0	
EIF4G1	0.513607977	57.8008725	82.9450665	
PUS10	0.421592593	2.453552333	3.625706333	
DHX35	0.596696908	2.597475	4.4402825	
SRSF7	0.571502042	10.946992	16.754066	
CCL28	0.106425639	0.035376	0.114642	
MLXIPL	-0.197881003	0.173911	0.023451	
USP33	0.262141061	2.960961667	3.750211667	
PSME1	-0.285482524	137.473421	112.612893	
ZFP318	0.22670122	1.132472	1.4953255	
RBM46	0	0	0	
CNTN6	0	0	0	
ZBTB21	0.26828849	1.216394333	1.669377	
GM11978	0	0	0	
GTPBP1	0.275431542	18.423142	22.508918	
2810442N19RIK	0	0	0	
SLC29A1	0.673128629	7.085275	11.8921902	
OLFR741	0	0	0	
CCNL1	0.243361358	24.271889	28.915535	
IFNA11	0	0	0	
SMG7	0.391301532	4.141613667	5.743617667	
GM13031	-0.056115964	0.039663	0	
RNASE10	0	0	0	
2900092D14RIK	0.017711596	0.001262	0.01363	
PRR5L	-0.193391893	0.171983667	0.024955	
APOBEC1	-0.672099208	45.841207	28.397206	
DEF8	0.309055179	3.1972455	4.199951	
TMEM107	0.511523073	1.558223	2.646886	
SMARCC2	-0.094224608	11.386925	10.603769	
ANKS1B	0	0	0	
UBAC2	0.308151965	14.399308	18.066202	
PLEC	0.952287441	3.444372067	7.599585	
GM20300	0.287438044	0.855999	1.265193	
1700034E13RIK	0	0	0	
TULP2	0.009598157	0.0043272	0.0110312	
ZSCAN21	-0.037796748	1.48310025	1.418891	
LCP1	-1.156323771	416.875219	186.481525	
ZFP947	-0.019481551	1.417911	1.38548	
ARMCX2	0.634382012	0.206372667	0.872619333	
DPP4	-0.012875363	0.1295675	0.1195315	
FNBP1L	2.108119808	3.974654	20.447179	
SNAPC2	0.42113641	12.57134	17.171778	
PIGP	-0.167989428	1.471423833	1.1997705	
LENEP	0.293029734	1.17016	1.658903	
BTBD17	-0.187497929	0.138787	0	
